date,dalian_pm25,dalian_pm10,dalian_o3,dalian_no2,dalian_so2,dalian_co
2016-11-22,42,35,23,20,21,12
2016-11-23,58,30,26,23,26,14
2016-11-24,61,59,30,27,31,18
2016-11-25,135,66,27,27,29,19
2016-11-26,151,102,25,23,23,18
2016-11-27,124,51,24,26,27,15
2016-11-28,81,45,32,29,32,11
2016-11-29,92,75,32,24,15,12
2016-11-30,163,25,28,19,12,8
2016-12-01,50,46,35,24,23,11
2016-12-02,95,99,51,18,21,15
2016-12-03,192,96,33,24,19,16
2016-12-04,189,29,23,15,10,10
2016-12-05,58,43,29,24,19,12
2016-12-06,74,63,19,27,18,16
2016-12-07,114,63,30,23,18,20
2016-12-08,125,25,25,13,11,10
2016-12-09,55,43,24,28,28,14
2016-12-10,89,59,35,22,27,19
2016-12-11,119,39,29,15,10,11
2016-12-12,88,25,24,12,11,9
2016-12-13,57,31,24,11,7,10
2016-12-14,61,43,23,21,19,13
2016-12-15,83,58,34,25,22,18
2016-12-16,118,88,42,28,25,14
2016-12-17,175,99,43,25,18,17
2016-12-18,194,123,13,34,26,23
2016-12-19,221,100,36,26,29,17
2016-12-20,198,120,19,33,30,22
2016-12-21,230,56,26,11,10,10
2016-12-22,101,48,29,10,7,8
2016-12-23,44,42,28,24,20,13
2016-12-24,76,23,29,14,9,12
2016-12-25,48,46,22,16,12,12
2016-12-26,96,28,25,11,8,11
2016-12-27,51,44,29,23,26,12
2016-12-28,98,30,22,20,17,7
2016-12-29,55,57,24,23,27,9
2016-12-30,135,95,24,22,44,13
2016-12-31,187,136, ,17,18,13
2017-01-01,251,95,22,29,23,19
2016-07-01,65,49,60,16,6,12
2016-07-02,93,47,74,17,9,12
2016-07-03,85,38,63,9,3,12
2016-07-04,80,26,46,12,4,10
2016-07-05,46,15,37,8,4,9
2016-07-06,40,16,40,6,3,10
2016-07-07,35,22,35,7,4,9
2016-07-08,57,26,25,11,5,9
2016-07-09,64,32,62,11,8,10
2016-07-10,68,25,32,23,5,9
2016-07-11,56,21,35,16,4,8
2016-07-12,51,46,76,19,4,13
2016-07-13,85,61,76,17,7,12
2016-07-14,82,51,54,17,5,13
2016-07-15,83,19,46,8,2,11
2016-07-16,28,28,53,9,3,11
2016-07-17,51,51,52,9,3,13
2016-07-18,95,60,42,6,2,12
2016-07-19,100,35,62,3,1,10
2016-07-20,60,39,32,4,1,9
2016-07-21,64,55,45,6,1,11
2016-07-22,118,46,48,5,2,12
2016-07-23,102,52,58,11,3,13
2016-07-24,110,53,46,7,3,11
2016-07-25,108,34,44,12,4,13
2016-07-26,83,49,76,11,4,16
2016-07-27,107,66,127,7,4,16
2016-07-28,129,50,66,7,3,14
2016-07-29,111,31,72,5,2,10
2016-07-30,74,28,80,9,9,14
2016-07-31,63,27,61,9,15,12
2016-08-01,64,28,44,12,5,13
2016-08-02,61,19,41,7,7,10
2016-08-03,50,32,51,14,6,11
2016-08-04,69,41,60,14,8,11
2016-08-05,70,33,82,6,8,10
2016-08-06,72,29,40,8,6,10
2016-08-07,69,22,41,11,5,14
2016-08-08,61,35,52,7,6,13
2016-08-09,86,27,51,4,6,10
2016-08-10,77,33,64,4,3,10
2016-08-11,75,41,72,5,4,12
2016-08-12,90,44,69,6,6,12
2016-08-13,92,65,74,12,8,17
2016-08-14,124,34,44,23,13,17
2016-08-15,51,53,90,14,6,16
2016-08-16,74,51,106,16,5,14
2016-08-17,90,31,63,7,5,9
2016-08-18,54,34,35,9,3,11
2016-08-19,70,32,39,9,3,12
2016-08-20,73,37,84,13,6,12
2016-08-21,69,57,65,19,9,10
2016-08-22,68,46,99,17,7,12
2016-08-23,61,40,94,10,6,11
2016-08-24,66,46,63,13,3,11
2016-08-25,78,56,54,18,7,10
2016-08-26,50,44,74,21,7,13
2016-08-27,63,41,61,17,6,12
2016-08-28,59,44,54,11,5,12
2016-08-29,58,48,44,8,2,8
2016-08-30,38,32,44,8,3,9
2016-08-31,29,25,50,12,3,10
2016-09-01,43,37,59,11,3,11
2016-09-02,68,47,79,18,5,13
2016-09-03,89,33,67,7,1,14
2016-09-04,71,43,91,12,2,17
2016-09-05,97,65,121,20,7,20
2016-09-06,131,49,58,22,5,16
2016-09-07,92,43,89,19,2,15
2016-09-08,91,53,109,14,5,18
2016-09-09,118,44,88,10,2,17
2016-09-10,97,32,58,16,2,17
2016-09-11,72,40,60,18,1,15
2016-09-12,90,52,58,21,2,13
2016-09-13,97,38,66,12,5,12
2016-09-14,100,61,107,12,4,10
2016-09-15,156,53,56,16,4,10
2016-09-16,133,43,49,21,4,10
2016-09-17,94,39,43,18,6,10
2016-09-18,53,43,47,26,8,10
2016-09-19,68,53,65,23,5,11
2016-09-20,68,37,62,21,3,12
2016-09-21,68,41,108,14,4,14
2016-09-22,85,36,73,12,3,15
2016-09-23,88,29,72,8,3,16
2016-09-24,72,38,66,10,3,18
2016-09-25,93,28,73,9,3,12
2016-09-26,82,38,49,14,3,9
2016-09-27,85,50,31,13,4,9
2016-09-28,56,39,42,25,7,10
2016-09-29,63,45,60,27,6,10
2016-09-30,84,49,84,19,7,12
2016-04-01,172,62,35,15,10,11
2016-04-02,97,48,41,15,15,9
2016-04-03,61,68,55,20,25,12
2016-04-04,104,98,91,19,21,14
2016-04-05,156,74,46,19,11,11
2016-04-06,117,70,61,24,10,12
2016-04-07,111,78,46,20,9,13
2016-04-08,90,95,65,20,13,14
2016-04-09,123,85,46,15,10,14
2016-04-10,90,63,46,11,5,13
2016-04-11,89,76,55,13,4,10
2016-04-12,104,111,49,24,10,10
2016-04-13,171,76,50,22,7,10
2016-04-14,122,59,68,16,5,8
2016-04-15,100,61,61,14,2,8
2016-04-16,91,43,46,13,3,8
2016-04-17,67,48,33,17,3,8
2016-04-18,80,46,48,10,2,8
2016-04-19,75,50,46,10,2,8
2016-04-20,81,54,51,11,2,9
2016-04-21,99,124,44,26,6,10
2016-04-22,156,134,38,20,5,9
2016-04-23,121,113,43,25,5,9
2016-04-24,123,133,65,22,8,11
2016-04-25,157,122,81,28,9,15
2016-04-26,170,78,52,27,10,13
2016-04-27,136,61,48,16,5,10
2016-04-28,87,50,65,19,4,10
2016-04-29,75,96,79,13,7,13
2016-04-30,155,115,80,19,4,15
2016-05-01,173,67,66,12,2,12
2016-05-02,113,19,41,7, ,10
2016-05-03,36,41,41,15,2,10
2016-05-04,43,62,55,16,3,12
2016-05-05,87,82,36,15,2,14
2016-05-06,111,44,43,19,5,8
2016-05-07,45,45,51,26,10,9
2016-05-08,65,53,49,22,12,9
2016-05-09,74,70,64,25,11,10
2016-05-10,117,73,97,25,12,10
2016-05-11,127,70,90,10,7,10
2016-05-12,122,37,56,19,9,9
2016-05-13,67,48,45,28,13,9
2016-05-14,81,33,41,16,6,9
2016-05-15,64,46,43,23,11,11
2016-05-16,68,60,102,20,16,10
2016-05-17,101,55,127,17,10,9
2016-05-18,94,38,66,21,9,8
2016-05-19,55,36,59,24,7,8
2016-05-20,61,40,71,30,7,8
2016-05-21,63,65,99,32,17,12
2016-05-22,115,63,63,29,13,12
2016-05-23,121,51,67,10,7,15
2016-05-24,104,53,53,21,11,16
2016-05-25,86,65,46,24,10,16
2016-05-26,67,100,53,35,13,13
2016-05-27,108,101,95,25,17,15
2016-05-28,152,73,78,22,14,13
2016-05-29,138,75,128,24,14,14
2016-05-30,116,56,55,20,11,12
2016-05-31,91,48,54,26,12,10
2016-06-01,57,42,102,23,11,13
2016-06-02,66,45,65,12,11,9
2016-06-03,82,29,73,8,7,9
2016-06-04,57,27,58,10,6,11
2016-06-05,53,31,58,8,8,10
2016-06-06,62,45,68,14,8,12
2016-06-07,78,60,87,17,8,17
2016-06-08,113,66,71,12,8,14
2016-06-09,128,41,40,5,6,11
2016-06-10,75,44,46,8,4,14
2016-06-11,83,47,56,18,9,16
2016-06-12,77,40,72,26,10,10
2016-06-13,66,36,44,12,7,10
2016-06-14,70,34,38,13,4,12
2016-06-15,72,52,111,14,12,13
2016-06-16,107,58,110,11,10,12
2016-06-17,106,64,81,7,5,12
2016-06-18,130,53,83,23,6,13
2016-06-19,90,51,53,15,5,12
2016-06-20,91,48,53,7,3,11
2016-06-21,103,28,36,8,1,9
2016-06-22,51,24,41,9,1,11
2016-06-23,57,30,47,14,2,12
2016-06-24,65,32,45,19,6,12
2016-06-25,50,46,135,22,13,13
2016-06-26,85,71,90,9,8,13
2016-06-27,149,50,65,10,5,11
2016-06-28,105,28,46,6,2,8
2016-06-29,61,36,67,6,3,10
2016-06-30,74,37,53,21,5,12
2016-01-04,105,49,26,22,47,10
2016-01-05,99,51,23,17,38,9
2016-01-06,97,41,25,16,36,7
2016-01-07,69,49,23,16,40,9
2016-01-08,91,84,26,24,39,11
2016-01-09,136,71,20,22,41,14
2016-01-10,121,49,27,12,29,7
2016-01-11,83,52,28,14,36,8
2016-01-12,77,59,29,19,38,11
2016-01-13,78,49,28,24,43,12
2016-01-14,79,107,27,27,31,16
2016-01-15,158,102,22,21,37,15
2016-01-16,170,83,25,17,29,12
2016-01-17,133,45,26,11,28,8
2016-01-18,55,34,26,10,25,8
2016-01-19,44,55,20,21,45,11
2016-01-20,91,62,17,24,48,12
2016-01-21,119,58,25,17,40,11
2016-01-22,120,30,28,7,21,8
2016-01-23,47,46,27,15,36,9
2016-01-24,55,69,30,22,55,12
2016-01-25,101,70,21,22,53,14
2016-01-26,129,67,31,19,37,12
2016-01-27,125,87,32,21,36,15
2016-01-28,154,67,20,20,43,12
2016-01-29,118,41,24,11,30,9
2016-01-30,72,47,28,17,43,9
2016-01-31,94,49,29,21,59,10
2016-02-01,98,67,29,24,60,14
2016-02-02,133,67,31,22,42,18
2016-02-03,133,52,30,25,46,12
2016-02-04,103,48,32,17,36,10
2016-02-05,94,38,31,14,35,9
2016-02-06,77,59,39,9,28,12
2016-02-07,114,106,35,20,52,14
2016-02-08,181,54,34,17,42,10
2016-02-09,113,52,39,9,20,9
2016-02-10,92,44,37,6,15,8
2016-02-11,74,51,30,12,13,13
2016-02-12,111,42,27,8,13,10
2016-02-13,89,41,32,7,18,9
2016-02-14,53,44,32,17,36,12
2016-02-15,78,38,30,16,41,10
2016-02-16,71,43,32,13,29,9
2016-02-17,74,71,26,19,33,12
2016-02-18,132,51,29,23,43,11
2016-02-19,95,39,33,13,26,8
2016-02-20,70,50,37,10,27,9
2016-02-21,78,95,37,13,25,11
2016-02-22,144,44,31,13,24,9
2016-02-23,81,55,32,16,30,10
2016-02-24,94,56,34,19,32,10
2016-02-25,104,48,29,21,35,11
2016-02-26,93,62,31,22,34,10
2016-02-27,126,68,38,16,32,11
2016-02-28,126,43,33,8,16,7
2016-02-29,50,56,35,9,13,9
2016-03-01,103,125,50,27,28,16
2016-03-02,196,101,44,18,17,14
2016-03-03,178,42,41,9,7,9
2016-03-04,85,93,31,18,22,11
2016-03-05,122,145,26,21,27,15
2016-03-06,149,96,31,17,26,11
2016-03-07,104,40,31,13,13,11
2016-03-08,64,33,30,11,14,11
2016-03-09,54,41,31,16,28,13
2016-03-10,72,51,33,20,30,15
2016-03-11,88,85,47,20,27,15
2016-03-12,142,78,39,21,23,15
2016-03-13,142,57,41,22,33,14
2016-03-14,109,68,35,22,33,12
2016-03-15,127,61,41,17,20,9
2016-03-16,111,64,38,14,20,9
2016-03-17,132,65,30,28,17,13
2016-03-18,126,69,43,22,20,12
2016-03-19,113,68,51,21,21,11
2016-03-20,132,73,66,28,36,15
2016-03-21,141,73,48,16,15,12
2016-03-22,109,50,40,11,11,11
2016-03-23,73,51,42,14,18,12
2016-03-24,82,45,44,14,18,12
2016-03-25,77,59,39,22,33,17
2016-03-26,109,75,34,28,36,22
2016-03-27,129,83,52,29,22,19
2016-03-28,155,57,43,14,16,15
2016-03-29,93,56,38,20,21,16
2016-03-30,90,69,70,15,14,13
2016-03-31,114,108,79,19,13,13
2015-10-01,43,51,104,14,7,9
2015-10-02,65,31,51,18,6,6
2015-10-03,48,33,55,14,3,6
2015-10-04,42,73,97,13,4,10
2015-10-05,115,66,93,15,5,10
2015-10-06,123,42,73,12,4,7
2015-10-07,83,30,44,18,5,7
2015-10-08,50,37,45,19,6,7
2015-10-09,44,20,41,13,3,7
2015-10-10,33,20,34,16,4,7
2015-10-11,26,28,37,20,5,8
2015-10-12,36,40,37,24,8,10
2015-10-13,57,83,83,35,11,14
2015-10-14,121,97,101,34,8,13
2015-10-15,164,94,105,25,7,13
2015-10-16,165,75,109,22,7,12
2015-10-17,148,56,48,27,7,10
2015-10-18,90,87,67,24,9,11
2015-10-19,123,76,65,27,9,12
2015-10-20,124,73,29,29,11,13
2015-10-21,135,56,33,32,14,10
2015-10-22,104,68,34,31,7,12
2015-10-23,141,42,34,22,9,14
2015-10-24,89,77,43,37,15,11
2015-10-25,108,68,40,29,10,12
2015-10-26,124,55,30,18,9,10
2015-10-27,63,38,29,21,8,9
2015-10-28,56,36,29,19,8,8
2015-10-29,53,35,26,18,9,8
2015-10-30,50,39,32,17,10,10
2015-10-31,65,47,34,11,14,12
2015-11-01,93,91,57,16,21,16
2015-11-02,155,77,71,16,13,14
2015-11-03,147,49,57,16,6,9
2015-11-04,109,64,37,24,18,11
2015-11-05,101,124,13,32,24,15
2015-11-06,203,149,19,27,12,19
2015-11-07,268,355,25,31,19,22
2015-11-08,432,122,36,19,19,13
2015-11-09,220,96,35,27,31,12
2015-11-10,188,86,25,38,39,16
2015-11-11,171,81,38,46,50,15
2015-11-12,161,73,31,36,30,14
2015-11-13,138,51,28,24,20,13
2015-11-14,103,112,33,29,37,23
2015-11-15,195,87,5,29,44,18
2015-11-16,168,62,17,23,27,12
2015-11-17,131,86,20,28,32,11
2015-11-18,164,85,18,24,28,13
2015-11-19,170,76,12,31,48,15
2015-11-20,159,95,5,31,43,17
2015-11-21,178,74,18,27,43,13
2015-11-22,161,46,26,14,22,11
2015-11-23,106,43,23,15,24,10
2015-11-24,73,41,23,12,21,8
2015-11-25,75,31,27,8,17,6
2015-11-26,52,47,31,21,43,8
2015-11-27,90,94,23,28,52,14
2015-11-28,176,98,20,28,51,15
2015-11-29,182,73,29,30,49,12
2015-11-30,161,58,38,13,21,9
2015-12-01,111,57,24,20,35,16
2015-12-02,115,32,27,13,33,8
2015-12-03,64,38,29,17,41,9
2015-12-04,64,41,25,20,35,9
2015-12-05,76,50,29,24,66,10
2015-12-06,98,88,24,30,55,15
2015-12-07,152,90,38,21,46,14
2015-12-08,171,58,43,13,24,10
2015-12-09,130,60,33,17,24,11
2015-12-10,126,46,26,17,28,9
2015-12-11,98,112,11,34,80,18
2015-12-12,186,157,8,39,83,25
2015-12-13,240,113,20,29,52,21
2015-12-14,207,44,25,21,34,12
2015-12-15,85,30,24,10,18,7
2015-12-16,41,40,22,14,28,10
2015-12-17,58,69,16,25,38,15
2015-12-18,130,77,28,35,62,15
2015-12-19,136,79,38,20,23,13
2015-12-20,145,217,18,42,56,28
2015-12-21,299,156,31,26,22,21
2015-12-22,245,183,28,31,45,18
2015-12-23,278,65,20,25,36,11
2015-12-24,123,106,36,22,29,14
2015-12-25,163,85,21,21,33,17
2015-12-26,141,36,19,13,28,7
2015-12-27,57,80,17,25,49,15
2015-12-28,147,123,31,29,39,17
2015-12-29,198,111,7,24,55,17
2015-12-30,195,76,31,20,39,11
2015-12-31,157, , , , , 
2016-01-03,241,44,24,16,45,10
2015-07-01,62,38,91,15,3,6
2015-07-02,63,40,51,14,3,4
2015-07-03,54,99,111,23,6,6
2015-07-04,102,87,80,17,4,5
2015-07-05,87,87,62,14,2,4
2015-07-06,58,40,42,11,2,5
2015-07-07,54,53,75,25,11,6
2015-07-08,94,39,54,15,3,5
2015-07-09,62,22,44,17,4,4
2015-07-10,52,33,35,11,2,4
2015-07-11,67,51,38,17,4,6
2015-07-12,85,47,69,13,4,6
2015-07-13,85,55,76,23,4,6
2015-07-14,86,75,84,27,9,7
2015-07-15,105,57,58,9,3,6
2015-07-16,63,39,37,12,5,5
2015-07-17,50,23,42,4,3,4
2015-07-18,37,34,48,5,4,5
2015-07-19,51,46,43,4,2,5
2015-07-20,73,38,57,5,3,5
2015-07-21,94,32,42,8,5,5
2015-07-22,87,23,30,9,5,5
2015-07-23,64,36,43,10,5,6
2015-07-24,99,31,43,6,5,5
2015-07-25,67,71,83,7,8,8
2015-07-26,135,67,65,8,4,8
2015-07-27,138,53,56,7,2,6
2015-07-28,110,70,79,9,4,7
2015-07-29,143,36,77,7,2,7
2015-07-30,73,40,55,9,3,8
2015-07-31,102,35,49,6,2,6
2015-08-01,97,47,92,7,2,7
2015-08-02,134,26,66,7,2,6
2015-08-03,66,33,62,8,3,8
2015-08-04,78,41,73,6,4,9
2015-08-05,114,29,44,5,1,6
2015-08-06,71,35,27,8,2,6
2015-08-07,81,41,32,7,3,6
2015-08-08,99,46,53,8,5,7
2015-08-09,124,53,57,9,7,8
2015-08-10,115,51,99,15,8,10
2015-08-11,114,46,106,16,9,13
2015-08-12,97,61,124,15,5,10
2015-08-13,112,102,164,8,10,13
2015-08-14,189,76,142,7,3,11
2015-08-15,162,81,143,6,5,11
2015-08-16,166,101,124,6,5,11
2015-08-17,166,81,87,6,5,10
2015-08-18,152,71,56,9,5,9
2015-08-19,133,75,91,6,5,10
2015-08-20,139,58,72,12,4,9
2015-08-21,89,28,77,14,5,7
2015-08-22,50,51,92,22,8,10
2015-08-23,85,58,95,22,10,11
2015-08-24,103,35,64,12,5,8
2015-08-25,49,35,64,14,4,8
2015-08-26,52,38,82,15,4,8
2015-08-27,55,52,128,18,8,12
2015-08-28,84,43,96,14,5,11
2015-08-29,79,40,85,18,8,8
2015-08-30,66,41,84,19,6,8
2015-08-31,76,35,70,12,5,7
2015-09-01,64,20,90,10,4,7
2015-09-02,46,35,88,19,4,8
2015-09-03,65,34,64,20,6,7
2015-09-04,60,41,84,21,8,8
2015-09-05,62,57,84,25,12,9
2015-09-06,79,55,111,27,13,9
2015-09-07,77,43,103,18,5,8
2015-09-08,67,27,70,13,4,7
2015-09-09,47,36,54,16,9,10
2015-09-10,59,37,55,15,8,7
2015-09-11,74,23,40,11,5,6
2015-09-12,37,35,69,12,5,8
2015-09-13,49,53,109,18,9,9
2015-09-14,90,60,104,21,6,10
2015-09-15,111,46,90,23,6,8
2015-09-16,91,46,85,28,5,8
2015-09-17,82,55,101,21,7,8
2015-09-18,93,56,71,27,7,9
2015-09-19,104,37,83,27,9,8
2015-09-20,68,32,96,17,6,7
2015-09-21,61,24,84,11,2,6
2015-09-22,52,32,73,10,3,6
2015-09-23,62,70,87,32,9,12
2015-09-24,138,44,71,23,5,10
2015-09-25,95,38,92,25,7,11
2015-09-26,65,38,110,23,6,9
2015-09-27,60,43,66,30,8,9
2015-09-28,74,33,38,28,8,7
2015-09-29,49,39,49,24,7,9
2015-09-30,57,25,55,12,3,7
2015-04-01,117,29,43,22,5,6
2015-04-02,67,50,41,25,9,5
2015-04-03,123,57,38,27,14,9
2015-04-04,118,58,40,28,14,7
2015-04-05,139,41,34,16,4,2
2015-04-06,59,36,38,17,5,3
2015-04-07,65,48,52,15,6,6
2015-04-08,99,55,43,14,6,5
2015-04-09,125,68,48,23,9,6
2015-04-10,146,60,49,20,6,6
2015-04-11,130,53,75,15,5,5
2015-04-12,118,54,57,22,6,6
2015-04-13,113,85,72,33,9,10
2015-04-14,165,85,92,21,14,9
2015-04-15,168,47,52,15,3,4
2015-04-16,62,73,60,14,7,4
2015-04-17,91,61,61,15,3,4
2015-04-18,74,78,44,24,5,5
2015-04-19,130,62,41,18,7,5
2015-04-20,118,101,85,18,15,9
2015-04-21,148,45,59,20,5,6
2015-04-22,66,80,77,22,9,7
2015-04-23,121,70,48,21,5,5
2015-04-24,59,109,128,19,19,9
2015-04-25,129,86,116,16,16,9
2015-04-26,146,64,104,13,5,7
2015-04-27,113,50,55,13,2,5
2015-04-28,83,49,40,25,3,6
2015-04-29,73,57,58,20,4,6
2015-04-30,93,42,54,16,5,4
2015-05-01,89,24,34,13,1,3
2015-05-02,47,46,34,22,2,5
2015-05-03,65,49,36,16,2,5
2015-05-04,44,77,92,26,11,6
2015-05-05,103,98,58,23,9,6
2015-05-06,100,70,41,27,4,5
2015-05-07,76,56,35,21,3,6
2015-05-08,102,42,37,20,7,5
2015-05-09,80,39,43,18,4,4
2015-05-10,66,34,36,17,2,7
2015-05-11,66,38,44,14,3,9
2015-05-12,88,65,113,14,12,7
2015-05-13,96,75,60,22,6,7
2015-05-14,107,51,43,22,4,5
2015-05-15,71,61,116,17,11,8
2015-05-16,106,59,97,10,6,7
2015-05-17,95,60,58,22,5,6
2015-05-18,87,57,43,21,6,8
2015-05-19,88,38,42,16,3,5
2015-05-20,39,54,97,14,8,9
2015-05-21,92,65,115,13,16,9
2015-05-22,115,25,76,12,5,5
2015-05-23,49,46,86,18,8,6
2015-05-24,81,42,84,20,9,6
2015-05-25,75,66,124,16,10,8
2015-05-26,116,52,73,14,5,7
2015-05-27,82,44,45,17,6,5
2015-05-28,95,33,37,11,2,4
2015-05-29,82,44,40,15,4,9
2015-05-30,80,47,82,19,9,8
2015-05-31,77,44,70,10,3,7
2015-06-01,64,47,40,17,8,7
2015-06-02,76,55,61,19,10,11
2015-06-03,78,60,95,17,15,10
2015-06-04,102,50,89,11,6,8
2015-06-05,96,59,99,10,4,8
2015-06-06,105,65,103,9,3,8
2015-06-07,97,41,75,8,3,7
2015-06-08,74,51,82,11,5,8
2015-06-09,95,34,57,8,2,5
2015-06-10,64,29,82,7,1,6
2015-06-11,49,47,75,12,8,10
2015-06-12,87,57,87,14,10,11
2015-06-13,98,57,92,17,5,9
2015-06-14,111,41,73,14,6,6
2015-06-15,70,53,111,10,5,6
2015-06-16,110,59,100,9,5,8
2015-06-17,123,55,111,12,4,8
2015-06-18,108,53,51,17,5,10
2015-06-19,92,40,80,18,5,6
2015-06-20,75,38,95,14,5,8
2015-06-21,75,33,70,8,3,5
2015-06-22,74,34,63,9,3,5
2015-06-23,80,34,51,12,4,5
2015-06-24,76,28,47,10,3,5
2015-06-25,70,43,71,22,7,6
2015-06-26,79,38,103,16,4,6
2015-06-27,75,39,101,12,4,6
2015-06-28,87,25,81,8,4,4
2015-06-29,51,38,58,22,5,7
2015-06-30,76,36,99,18,6,8
2015-01-01,53,38,25,31,38,5
2015-01-02,76,52,30,22,28,8
2015-01-03,111,132,21,62,57,22
2015-01-04,207,121,23,50,31,14
2015-01-05,194,46,29,27,30,4
2015-01-06,75,46,27,33,34,6
2015-01-07,86,53,27,43,47,8
2015-01-08,107,83,17,59,61,14
2015-01-09,155,85,27,51,48,13
2015-01-10,160,56,23,31,33,6
2015-01-11,108,52,19,55,64,8
2015-01-12,100,49,32,30,42,9
2015-01-13,104,54,34,29,32,10
2015-01-14,136,93,19,40,39,11
2015-01-15,181,69,14,23,30,8
2015-01-16,151,38,16,21,46,5
2015-01-17,78,92,22,26,32,11
2015-01-18,164,39,21,25,40,5
2015-01-19,81,48,21,13,29,6
2015-01-20,87,64,21,26,31,9
2015-01-21,136,46,22,26,45,7
2015-01-22,109,71,23,22,37,8
2015-01-23,156,80,17,29,37,9
2015-01-24,155,67,16,25,29,10
2015-01-25,152,65,17,23,35,11
2015-01-26,139,28,23,45,29,4
2015-01-27,55,49,21,60,45,5
2015-01-28,91,61,18,28,54,8
2015-01-29,133,30,25,16,30,4
2015-01-30,62,44,21,21,43,5
2015-01-31,70,69,18,35,70,13
2015-02-01,139,134,18,49,87,25
2015-02-02,224,123,18,45,66,23
2015-02-03,213,60,24,27,51,8
2015-02-04,124,28,27,19,31,4
2015-02-05,61,59,31,22,33,8
2015-02-06,129,71,26,18,27,5
2015-02-07,95,55,27,15,32,3
2015-02-08,57,67,24,26,38,8
2015-02-09,118,128,20,40,59,17
2015-02-10,198,68,17,35,65,11
2015-02-11,136,38,17,21,46,6
2015-02-12,80,32,29,16,33,5
2015-02-13,72,104,33,29,45,12
2015-02-14,184,82,29,23,30,10
2015-02-15,169,95,28,30,45,14
2015-02-16,185,48,23,19,34,8
2015-02-17,109,31,21,15,41,6
2015-02-18,70,65,26,19,50,8
2015-02-19,141,46,24,14,32,7
2015-02-20,121,49,23,16,31,8
2015-02-21,120,415,21,13,38,12
2015-02-22,172,103,17,20,60,15
2015-02-23,131,67,23,19,39,14
2015-02-24,110,75,21,19,26,13
2015-02-25,145,26,23,14,37,11
2015-02-26,60,34,17,15,34,7
2015-02-27,64,37,31,19,33,5
2015-02-28,84,93,35,16,25,6
2015-03-01,124,95,36,26,37,7
2015-03-02,158,55,30,17,25,6
2015-03-03,80,35,31,15,28,3
2015-03-04,51,44,40,21,44,5
2015-03-05,100,47,38,14,25,4
2015-03-06,108,82,39,25,42,8
2015-03-07,167,75,41,22,30,6
2015-03-08,163,37,31,12,13,4
2015-03-09,48,51,32,19,29,5
2015-03-10,70,46,31,19,31,6
2015-03-11,90,50,33,24,35,6
2015-03-12,97,61,34,31,44,7
2015-03-13,116,63,42,23,40,6
2015-03-14,136,88,37,25,30,11
2015-03-15,151,96,39,27,27,10
2015-03-16,160,77,30,33,37,9
2015-03-17,156,55,36,33,41,8
2015-03-18,109,114,55,39,39,16
2015-03-19,165,219,46,56,57,18
2015-03-20,221,145,36,45,43,15
2015-03-21,191,127,38,24,22,5
2015-03-22,74,57,31,26,33,7
2015-03-23,84,49,47,21,18,6
2015-03-24,93,62,45,25,21,6
2015-03-25,126,90,41,35,28,9
2015-03-26,166,74,69,21,25,8
2015-03-27,148,75,42,21,15,8
2015-03-28,145,88,53,29,24,11
2015-03-29,164,54,54,20,10,9
2015-03-30,126,65,49,31,10,9
2015-03-31,139,59,44,30,16,7
2014-10-01,85,31,37,10,2,5
2014-10-02,68,25,33,15,6,4
2014-10-03,63,42,37,22,11,8
2014-10-04,89,51,48,25,12,7
2014-10-05,101,40,41,16,6,4
2014-10-06,73,42,59,19,5,6
2014-10-07,84,64,65,18,7,8
2014-10-08,136,53,61,15,5,6
2014-10-09,106,69,47,30,13,10
2014-10-10,148,59,47,19,3,7
2014-10-11,109,50,22,16,5,4
2014-10-12,81,57,32,9,3,3
2014-10-13,64,54,37,17,11,6
2014-10-14,93,62,56,15,16,7
2014-10-15,116,40,32,11,4,3
2014-10-16,58,51,40,15,9,6
2014-10-17,88,98,51,26,9,10
2014-10-18,169,50,47,12,2,4
2014-10-19,80,29,35,17,7,5
2014-10-20,66,94,35,29,29,9
2014-10-21,168,96,31,36,26,10
2014-10-22,171,95,43,28,12,11
2014-10-23,173,97,60,22,5,10
2014-10-24,166,74,67,16,7,7
2014-10-25,139,72,53,13,7,4
2014-10-26,110,63,19,19,24,4
2014-10-27,100,69,36,34,22,11
2014-10-28,135,62,26,34,11,11
2014-10-29,130,47,31,28,5,9
2014-10-30,96,101,30,43,24,13
2014-10-31,188,141,28,46,39,17
2014-11-01,242,41,24,22,26,5
2014-11-02,82,37,21,25,37,7
2014-11-03,69,58,28,29,34,8
2014-11-04,127,78,34,32,27,9
2014-11-05,212,59,19,19,24,5
2014-11-06,116,47,21,21,36,5
2014-11-07,86,56,16,33,62,8
2014-11-08,120,64,34,31,35,9
2014-11-09,140,100,50,32,39,12
2014-11-10,184,109,43,32,32,10
2014-11-11,190,41,24,15,15,3
2014-11-12,63,45,27,27,32,8
2014-11-13,74,50,20,32,55,8
2014-11-14,92,48,27,28,39,9
2014-11-15,93,53,24,33,41,9
2014-11-16,121,79,32,37,48,10
2014-11-17,168,63,20,45,53,13
2014-11-18,138,82,29,41,46,13
2014-11-19,164,75,41,22,24,10
2014-11-20,160,140,19,41,66,18
2014-11-21,236,135,15,42,61,19
2014-11-22,219,91,29,28,35,11
2014-11-23,154,83,14,31,42,11
2014-11-24,159,62,18,34,48,8
2014-11-25,133,57,24,24,30,9
