date,tianjin_pm25,tianjin_pm10,tianjin_o3,tianjin_no2,tianjin_so2,tianjin_co
2018-11-30,169,138, ,49,7,22
2018-12-01,221,113, ,25,3,28
2018-12-02,213,218, ,14,1,6
2018-12-03,182,70, ,18,2,5
2018-12-04,103,84, ,26,14,13
2018-12-05,148,32, ,17,1,4
2018-12-06,51,34, ,11,1,5
2018-12-07,48,39, ,13,2,6
2018-12-08,61,71, ,24,6,12
2018-12-09,144,77, ,34,8,12
2018-12-10,145,69, ,19,3,7
2018-12-11,101,85, ,29,11,11
2018-12-12,140,54, ,22,4,6
2018-12-13,98,78, ,33,8,11
2018-12-14,143,120, ,37,8,16
2018-12-15,210,159, ,42,14,21
2018-12-16,261,49, ,25,5,8
2018-12-17,81,58, ,27,7,9
2018-12-18,108,77, ,39,6,11
2018-12-19,135,84, ,48,8,14
2018-12-20,159,75, ,31,4,10
2018-12-21,148,86, ,33,5,10
2018-12-22,144,47, ,12,3,5
2018-12-23,61,81, ,29,13,12
2018-12-24,151,77, ,31,5,11
2018-12-25,126,49, ,17,5,8
2018-12-26,64,50, ,6,2,5
2018-12-27,44,40, ,7,2,4
2018-12-28,42,47, ,19,5,6
2018-12-29,74,35, ,24,4,6
2018-12-30,63, , , , , 
2018-07-01,117,43, ,12,2,11
2018-07-02,94,46, ,14,3,11
2018-07-03,98,71, ,20,5,10
2018-07-04,134,70, ,16,7,12
2018-07-05,132,67, ,18,8,22
2018-07-06,153,48, ,11,7,10
2018-07-07,94,52, ,10,7,9
2018-07-08,131,38, ,11,8,10
2018-07-09,103,32, ,9,8,9
2018-07-10,73,38, ,15,10,10
2018-07-11,75,36, ,11,6,10
2018-07-12,87,39, ,17,3,10
2018-07-13,122,46, ,16, ,11
2018-07-14,122,50, ,12, ,10
2018-07-15,122,45, ,9, ,8
2018-07-16,100,51, ,12,1,8
2018-07-17,127,68, ,13,1,10
2018-07-18,138,67, ,21,2,11
2018-07-19,155,62, ,18,2,9
2018-07-20,130,67, ,14,1,9
2018-07-21,148,75, ,15,1,12
2018-07-22,163,50, ,11,3,11
2018-07-23,126,27, ,9,1,10
2018-07-24,63,33, ,13, ,11
2018-07-25,80,46, ,14, ,14
2018-07-26,102,55, ,15,5,15
2018-07-27,140,58, ,18,6,16
2018-07-28,146,66, ,19,5,14
2018-07-29,161,69, ,17,3,17
2018-07-30,159,69, ,21,1,14
2018-07-31,147,76, ,26, ,13
2018-08-01,156,68, ,19,1,16
2018-08-02,159,70, ,25,2,14
2018-08-03,148,69, ,26,1,13
2018-08-04,152,45, ,13,3,10
2018-08-05,108,38, ,12,5,10
2018-08-06,95,43, ,14,3,12
2018-08-07,96,30, ,12,3,16
2018-08-08,112,47, ,10,3,15
2018-08-09,109,61, ,18,3,16
2018-08-10,145,67, ,19,4,17
2018-08-11,152,64, ,11,4,17
2018-08-12,144,65, ,10,3,15
2018-08-13,159,22, ,9,3,12
2018-08-14,93,19, ,7,3,10
2018-08-15,105,33, ,12,3,8
2018-08-16,55,52, ,18,6,14
2018-08-17,90,59, ,18,5,16
2018-08-18,141,34, ,10,3,10
2018-08-19,79,41, ,7,4,11
2018-08-20,86,39, ,20,3,8
2018-08-21,71,62, ,24,4,13
2018-08-22,129,65, ,20,4,12
2018-08-23,117,42, ,19,3,11
2018-08-24,91,62, ,18,5,13
2018-08-25,111,66, ,16,4,12
2018-08-26,125,58, ,27,5,13
2018-08-27,118,62, ,24,4,12
2018-08-28,142,46, ,27,3,10
2018-08-29,95,53, ,22,2,12
2018-08-30,97,53, ,19,3,12
2018-08-31,93,44, ,23,4,12
2018-09-01,115,42, ,20,2,12
2018-09-02,116,34, ,12,2,9
2018-09-03,100,27, ,13,2,7
2018-09-04,40,50, ,19,3,8
2018-09-05,65,51, ,12,3,9
2018-09-06,73,31, ,15,2,7
2018-09-07,42,40, ,18,2,8
2018-09-08,44,54, ,20,5,11
2018-09-09,80,68, ,25,5,13
2018-09-10,109,64, ,20,5,12
2018-09-11,112,69, ,28,5,11
2018-09-12,132,76, ,26,5,8
2018-09-13,150,87, ,29,3,9
2018-09-14,159,38, ,14,3,4
2018-09-15,46,55, ,16,3,5
2018-09-16,59,64, ,22,4,7
2018-09-17,114,48, ,14,4,7
2018-09-18,103,72, ,21,3,11
2018-09-19,170,69, ,21,4,14
2018-09-20,163,54, ,16,3,8
2018-09-21,111,52, ,16,3,6
2018-09-22,81,51, ,13,2,4
2018-09-23,61,34, ,15,2,7
2018-09-24,59,49, ,21,3,7
2018-09-25,88,58, ,21,7,7
2018-09-26,106,66, ,23,6,10
2018-09-27,134,65, ,18,2,9
2018-09-28,144,32, ,15,2,7
2018-09-29,70,34, ,14,3,7
2018-09-30,59,33, ,16,2,6
2018-04-01,238,158, ,29,9,15
2018-04-02,247,83, ,13,4,6
2018-04-03,82,54, ,18,3,8
2018-04-04,80,63, ,18,2,9
2018-04-05,134,92, ,5,1,5
2018-04-06,96,49, ,12,3,9
2018-04-07,57,56, ,21,9,11
2018-04-08,95,98, ,33,14,12
2018-04-09,162,100, ,14,9,13
2018-04-10,110,56, ,22,7,5
2018-04-11,78,82, ,18,8,7
2018-04-12,97,58, ,27,6,8
2018-04-13,102,124, ,10,4,6
2018-04-14,83,83, ,23,5,5
2018-04-15,89,113, ,20,10,8
2018-04-16,150,128, ,14,10,8
2018-04-17,156,121, ,21,10,10
2018-04-18,162,103, ,20,13,11
2018-04-19,165,99, ,32,14,14
2018-04-20,181,83, ,30,13,17
2018-04-21,148,25, ,10,8,8
2018-04-22,68,49, ,19,8,8
2018-04-23,90,39, ,27,9,7
2018-04-24,89,58, ,26,10,8
2018-04-25,120,86, ,28,16,13
2018-04-26,176,113, ,21,12,10
2018-04-27,126,97, ,27,17,14
2018-04-28,180,71, ,17,14,12
2018-04-29,153,44, ,11,12,10
2018-04-30,51,114, ,20,12,12
2018-05-01,97,42, ,16,9,8
2018-05-02,74,41, ,19,9,7
2018-05-03,67,84, ,20,14,11
2018-05-04,139,110, ,15,12,11
2018-05-05,140,81, ,22,10,9
2018-05-06,139,70, ,24,12,11
2018-05-07,127,56, ,29,12,10
2018-05-08,97,68, ,28,12,10
2018-05-09,110,69, ,18,12,10
2018-05-10,144,65, ,35,11,12
2018-05-11,157,55, ,15,9,11
2018-05-12,160,56, ,25,10,13
2018-05-13,132,72, ,21,10,12
2018-05-14,155,60, ,22,10,16
2018-05-15,141, , ,20,8,16
2018-05-16,162,41, ,17,6,10
2018-05-17,86,44, ,22,10,10
2018-05-18,91,44, ,21,11,10
2018-05-19,90,51, ,12,10,12
2018-05-20,116,31, ,13,9,10
2018-05-21,107,92, ,9,6,7
2018-05-22,130,112, ,12,9,7
2018-05-23,151,76, ,10,12,8
2018-05-24,144,69, ,9,9,10
2018-05-25,146,76, ,9,8,10
2018-05-26,164,79, ,12,6,5
2018-05-27,138,103, ,20,8,6
2018-05-28,112,47, ,17,7,6
2018-05-29,73,53, ,17,8,11
2018-05-30,88,56, ,22,9,11
2018-05-31,108,63, ,23,11,8
2018-06-01,117,61, ,27,11,8
2018-06-02,117,66, ,12,10,9
2018-06-03,140,51, ,15,8,8
2018-06-04,99,77, ,12,13,9
2018-06-05,134,83, ,13,12,9
2018-06-06,149,59, ,15,8,12
2018-06-07,93,39, ,21,6,6
2018-06-08,57,30, ,21,5,6
2018-06-09,58,33, ,20,6,11
2018-06-10,90,57, ,22,6,9
2018-06-11,135,60, ,24,8,11
2018-06-12,146,42, ,17,5,12
2018-06-13,104,55, ,23,5,11
2018-06-14,107,39, ,22,4,14
2018-06-15,120,99, ,20,3,10
2018-06-16,137,67, ,19,2,10
2018-06-17,124,78, ,24,2,11
2018-06-18,162,57, ,15,2,13
2018-06-19,120,55, ,18,2,9
2018-06-20,118,72, ,22,5,15
2018-06-21,138,70, ,26,4,15
2018-06-22,155,74, ,22,6,10
2018-06-23,117,65, ,12,4,8
2018-06-24,110,79, ,28,4,13
2018-06-25,150,66, ,16,2,13
2018-06-26,156,56, ,16,3,9
2018-06-27,100,33, ,16,2,6
2018-06-28,41,64, ,21,5,10
2018-06-29,86,65, ,16,4,11
2018-06-30,101,52, ,12,4,13
2018-01-01,140,65, ,30,15,17
2018-01-02,130,23, ,15,4,6
2018-01-03,46,29, ,21,6,9
2018-01-04,64,72, ,32,10,13
2018-01-05,138,43, ,31,11,12
2018-01-06,94,87, ,38,20,23
2018-01-07,174,55, ,8,4,6
2018-01-08,55,43, ,19,7,9
2018-01-09,69,25, ,10,3,6
2018-01-10,34,27, ,18,5,8
2018-01-11,50,85, ,34,19,19
2018-01-12,172,100, ,34,16,17
2018-01-13,191,105, ,39,12,16
2018-01-14,198,57, ,32,11,13
2018-01-15,129,64, ,27,8,8
2018-01-16,107,76, ,33,10,14
2018-01-17,135,76, ,32,12,12
2018-01-18,137,109, ,40,19,20
2018-01-19,189,77, ,28,14,15
2018-01-20,144,53, ,15,11,9
2018-01-21,91,54, ,23,13,18
2018-01-22,139,36, ,16,7,9
2018-01-23,63,53, ,29,10,13
2018-01-24,112,53, ,29,11,14
2018-01-25,106,61, ,32,12,16
2018-01-26,145,66, ,31,19,15
2018-01-27,165,45, ,20,10,11
2018-01-28,90,55, ,18,7,9
2018-01-29,67,69, ,33,18,14
2018-01-30,135,53, ,25,9,8
2018-01-31,65,76, ,32,16,13
2018-02-01,135,31, ,10,7,7
2018-02-02,34,28, ,24,8,9
2018-02-03,63,33, ,27,9,10
2018-02-04,69,18, ,21,7,8
2018-02-05,50,49, ,34,12,12
2018-02-06,101,54, ,26,11,17
2018-02-07,102,62, ,24,13,15
2018-02-08,114,97, ,21,11,19
2018-02-09,113,38, ,20,8,9
2018-02-10,55,56, ,15,9,11
2018-02-11,60,50, ,17,11,12
2018-02-12,76,88, ,26,23,18
2018-02-13,173,48, ,14,12,9
2018-02-14,98,83, ,18,16,12
2018-02-15,174,171, ,11,26,10
2018-02-16,186,54, ,16,21,15
2018-02-17,148,82, ,19,20,19
2018-02-18,177,84, ,16,15,15
2018-02-19,183,91, ,17,14,14
2018-02-20,158,70, ,20,16,13
2018-02-21,156,75, ,31,16,14
2018-02-22,154,83, ,26,16,15
2018-02-23,143,35, ,14,13,7
2018-02-24,64,49, ,26,18,14
2018-02-25,118,101, ,36,17,17
2018-02-26,196,102, ,24,15,14
2018-02-27,196,106, ,23,19,14
2018-02-28,184,41, ,12,9,5
2018-03-01,53,79, ,22,14,10
2018-03-02,138,128, ,21,11,13
2018-03-03,205,122, ,17,9,9
2018-03-04,138,62, ,21,11,10
2018-03-05,103,46, ,19,8,8
2018-03-06,96,53, ,26,9,10
2018-03-07,121,60, ,23,11,13
2018-03-08,140,72, ,26,10,10
2018-03-09,145,85, ,29,9,16
2018-03-10,152,69, ,28,8,11
2018-03-11,161,106, ,37,8,14
2018-03-12,196,178, ,50,11,22
2018-03-13,327,133, ,37,10,16
2018-03-14,233,67, ,17,7,10
2018-03-15,128,47, ,25,7,10
2018-03-16,104,52, ,35,4,12
2018-03-17,114, , ,27,3,12
2018-03-18,171,75, ,31,6,12
2018-03-19,155,57, ,28,6,9
2018-03-20,86,62, ,36,8,10
2018-03-21,131,78, ,38,11,12
2018-03-22,161,109, ,41,12,15
2018-03-23,196,149, ,37,10,21
2018-03-24,244,100, ,36,11,12
2018-03-25,188,92, ,20,12,11
2018-03-26,179,107, ,21,9,10
2018-03-27,167,279, ,27,5,9
2018-03-28,162,84, ,26,10,11
2018-03-29,102,68, ,34,8,10
2018-03-30,116,118, ,41,11,14
2018-03-31,187,147, ,39,10,20
2017-12-16,151,68, ,26,10,11
2017-12-17,133,59, ,18,8,11
2017-12-18,89,47, ,23,7,10
2017-12-19,83,57, ,25,9,12
2017-12-20,108,87, ,36,17,17
2017-12-21,160,90, ,35,11,16
2017-12-22,141,86, ,34,17,19
2017-12-23,162,59, ,18,6,9
2017-12-24,79,40, ,22,6,9
2017-12-25,75,57, ,24,10,12
2017-12-26,102,70, ,28,10,18
2017-12-27,139,142, ,28,11,37
2017-12-28,211,135, ,26,10,26
2017-12-29,231,126, ,35,7,22
2017-12-30,223,150, ,39,14,26
2017-12-31,242,77, ,26,16,19
2017-07-01,160,49,95,18,3,7
2017-07-02,116,41,44,14,1,10
2017-07-03,116,41,49,16,2,9
2017-07-04,110,50,98,19,3,9
2017-07-05,113,52,30,19,3,9
2017-07-06,152,45,85,8,1,7
2017-07-07,115,57,93,15,3,6
2017-07-08,127,68,102,13, ,8
2017-07-09,152,42,121,15,1,5
2017-07-10,77,78,129,24,5,9
2017-07-11,141,72,105,11,3,6
2017-07-12,117,51,92,8,4,5
2017-07-13,107,65,102,11,5,8
2017-07-14,113,46,52,15,5,8
2017-07-15,118,49,61,11,4,7
2017-07-16,132,38,57,12,5,8
2017-07-17,97,48,59,18,4,7
2017-07-18,143,54,61,12,5,7
2017-07-19,142,63,68,17,7,8
2017-07-20,157,31,29,10,8,9
2017-07-21,70,44,29,20,7,12
2017-07-22,106,55,67,19,7,7
2017-07-23,140,73,57,25,3,11
2017-07-24,169,56,60,19,5,11
2017-07-25,119,45,26,23,6,9
2017-07-26,87,66,80,20,3,9
2017-07-27,156,74,44,27,10,16
2017-07-28,159,51,64,15,6,8
2017-07-29,116,63,108,26,7,8
2017-07-30,129,69,111,45,5,9
2017-07-31,154,46,43,14,4,7
2017-08-01,123,41,34,10,3,6
2017-08-02,89,29,66,7,4,4
2017-08-03,58,69,88,18,5,9
2017-08-04,120,55,56,16,2,10
2017-08-05,126,49,115,12,2,5
2017-08-06,87,46,80,18,3,3
2017-08-07,61,66,122,21,6,8
2017-08-08,120,41,101,12,2,6
2017-08-09,94,67,119,18,6,8
2017-08-10,150,93,94,21,4,11
2017-08-11,174,59,57,12,4,9
2017-08-12,121,60,35,15,4,12
2017-08-13,125,33,59,13,5,7
2017-08-14,79,57,80,15,5,8
2017-08-15,97,63,75,18,5,8
2017-08-16,123,49,76,16,6,13
2017-08-17,106,65,60,24,7,12
2017-08-18,144,51,57,16,5,8
2017-08-19,118,62,91,16,6,13
2017-08-20,138,71,103,13,5,8
2017-08-21,140,81,81,18,4,10
2017-08-22,152,45,61,11,2,8
2017-08-23,112, , , , , 
2017-04-01,116,73,46,34,20,13
2017-04-02,155,106,68,45,21,13
2017-04-03,193,96,38,41,24,12
2017-04-04,178,47,34,26,12,9
2017-04-05,127,74,46,29,12,9
2017-04-06,160,74,27,28,14,8
2017-04-07,143,83, ,35,17,11
2017-04-08,128,76, ,35,21,12
2017-04-09,134,74,41,29,22,12
2017-04-10,136,54,43,24,8,9
2017-04-11,96,68,51,28,11,10
2017-04-12,100,86,35,38,22,21
2017-04-13,138,69,52,27,10,11
2017-04-14,127,77,54,38,16,13
2017-04-15,126,99,32,46,20,16
2017-04-16,162,115,44,28,7,14
2017-04-17,170,86,43,15,2,5
2017-04-18,81,68,26,35,8,9
2017-04-19,94,88,43,35,13,14
2017-04-20,144,54,48,33,6,7
2017-04-21,97,74,55,23,11,10
2017-04-22,135,53,45,19,7,9
2017-04-23,97,71,48,31,11,13
2017-04-24,129,38,35,26,4,7
2017-04-25,66,43,43,28,5,8
2017-04-26,89,42,47,26,4,7
2017-04-27,78,52,52,23,7,8
2017-04-28,103,57,49,25,5,8
2017-04-29,112,89,56,16,8,10
2017-04-30,156,69,45,31,9,13
2017-05-01,139,67,97,35,15,17
2017-05-02,133,60,61,26,7,10
2017-05-03,116,301,42,28,2,9
2017-05-04,292,458,41,18,4,10
2017-05-05,347,67,54,21,6,10
2017-05-06,155,67,64,38,8,12
2017-05-07,163,103,100,24,13,15
2017-05-08,178,64,71,13,7,13
2017-05-09,115,82,62,24,5,13
2017-05-10,84,105,47,28,10,13
2017-05-11,112,146,64,18,4,11
2017-05-12,125,77,41,21,3,10
2017-05-13,66,34,45,16,4,11
2017-05-14,48,52,52,24,4,11
2017-05-15,75,54,84,19,7,13
2017-05-16,90,62,104,17,7,15
2017-05-17,106,75,108,34,7,14
2017-05-18,132,83,110,12,7,6
2017-05-19,140,72,128,20,6,6
2017-05-20,137,56,58,15,5,5
2017-05-21,131,33,26,14,3,4
2017-05-22,97,35,72,14,2,2
2017-05-23,79,50,67,23,7,6
2017-05-24,100,57,43,17,5,3
2017-05-25,63,52,87,27,8,6
2017-05-26,70,56,110,22,8,10
2017-05-27,113,72,119,21,9,14
2017-05-28,162,61,59,14,8,9
2017-05-29,94,56,80,17,4,9
2017-05-30,118,57,96,20,6,12
2017-05-31,140,54,69,17,9,14
2017-06-01,107,41,29,19,5,8
2017-06-02,55,36,57,18,5,8
2017-06-03,70,47,101,21,9,9
2017-06-04,92,61,86,42,14,11
2017-06-05,122,48,39,18,3,8
2017-06-06,104,47,84,19,4,8
2017-06-07,130,60,79,26,10,10
2017-06-08,123,61,105,14,6,7
2017-06-09,101,33,40,12,4,5
2017-06-10,50,48,61,23,9,7
2017-06-11,81,48,68,20,8,8
2017-06-12,94,51,69,21,6,10
2017-06-13,113,50,103,29,6,9
2017-06-14,128,67,82,18,11,9
2017-06-15,122,65,72,16,10,8
2017-06-16,147,59,50,11,8,4
2017-06-17,129,55,79,12,7,4
2017-06-18,117,67,108,19,7,10
2017-06-19,161,33,114,11,6,6
2017-06-20,89,46,95,18,9,8
2017-06-21,110,29,44,15,4,8
2017-06-22,112,17,40,8,4,5
2017-06-23,93,25,45,10,4,6
2017-06-24,87,41,74,22,5,6
2017-06-25,109,50,70,24,5,6
2017-06-26,98,57,116,30,6,9
2017-06-27,151,69,125,22,3,8
2017-06-28,153,182,102,20,3,9
2017-06-29,159,64,124,22,3,7
2017-06-30,147,75,131,12,3,8
2017-01-02,312,202,4,54,26,67
2017-01-03,329,157,4,55,23,77
2017-01-04,262,100,8,36,28,31
2017-01-05,183,103,5,40,36,30
2017-01-06,201,124,1,41,22,32
2017-01-07,233,105,15,26,11,23
2017-01-08,181,47,23,19,6,6
2017-01-09,86,60,23,18,5,7
2017-01-10,100,116,7,38,29,23
2017-01-11,212,113,10,39,24,22
2017-01-12,199,22,23,20,5,5
2017-01-13,64,37,15,25,9,9
2017-01-14,62,49,11,29,19,12
2017-01-15,109,66,3,32,19,21
2017-01-16,158,82,5,30,21,23
2017-01-17,172,83,14,34,22,22
2017-01-18,172,66,23,22,14,18
2017-01-19,118,30,24,17,5,10
2017-01-20,69,46,25,20,10,11
2017-01-21,102,28,23,19,7,7
2017-01-22,75,77,11,36,23,25
2017-01-23,164,91,16,35,20,33
2017-01-24,173,169,4,50,24,29
2017-01-25,325,167,17,37,18,35
2017-01-26,309,80,29,11,13,7
2017-01-27,103,121,9,26,36,22
2017-01-28,211,77,26,10,10,14
2017-01-29,124,18,28,6,4,6
2017-01-30,48,62,29,13,20,15
2017-01-31,148,35,31,9,9,9
2017-02-01,93,78,29,21,22,18
2017-02-02,167,110,31,33,24,23
2017-02-03,214,131,17,23,18,22
2017-02-04,241,46,29,17,9,10
2017-02-05,106,26,24,17,8,8
2017-02-06,63,46,18,28,19,13
2017-02-07,111,46,29,18,8,11
2017-02-08,93,27,29,7,2,7
2017-02-09,34,24,29,10,3,7
2017-02-10,33,41,26,27,11,11
2017-02-11,84,109,16,39,35,24
2017-02-12,190,128,21,47,31,34
2017-02-13,229,84,16,41,21,21
2017-02-14,169,144,7,59,33,33
2017-02-15,247,172,13,51,29,39
2017-02-16,281,45,29,18,5,7
2017-02-17,69,76,24,36,20,15
2017-02-18,162,101,27,30,13,19
2017-02-19,164,33,29,13,4,5
2017-02-20,39,56,16,29,17,14
2017-02-21,124,80,30,21,8,14
2017-02-22,168,36,29,18,7,8
2017-02-23,69,59,29,25,14,13
2017-02-24,134,32,29,23,9,6
2017-02-25,63,70,26,27,19,16
2017-02-26,132,78,30,35,26,15
2017-02-27,160,64,30,27,17,9
2017-02-28,104,46,31,18,9,9
2017-03-01,75,57,28,23,12,11
2017-03-02,95,83,20,25,18,11
2017-03-03,151,85,29,33,23,18
2017-03-04,164,69,30,24,13,14
2017-03-05,124,42,27,20,9,9
2017-03-06,73,22,43,11,5,7
2017-03-07,33,33,35,16,5,4
2017-03-08,49,37,35,21,9,5
2017-03-09,62,79,36,33,20,9
2017-03-10,150,71,26,36,22,7
2017-03-11,147,36,37,16,7,2
2017-03-12,40,38,33,23,8,4
2017-03-13,60,71,25,31,18,9
2017-03-14,126,75,37,32,19,11
2017-03-15,148,89,43,34,21,11
2017-03-16,162,86,39,26,18,9
2017-03-17,168,136,46,51,28,21
2017-03-18,218,121,40,48,32,23
2017-03-19,228,86,28,32,19,13
2017-03-20,158,72,43,24,14,12
2017-03-21,152,87,27,40,26,14
2017-03-22,169,51,32,26,11,8
2017-03-23,167,55,30,21,7,7
2017-03-24,134,48,31,22,8,12
2017-03-25,145,25,34,14,6,2
2017-03-26,63,33,38,22,7,3
2017-03-27,62,59,46,31,15,6
2017-03-28,119,75,43,18,15,7
2017-03-29,161,80,29,26,15,8
2017-03-30,148,64,40,25,12,6
2017-03-31,107,60,38,23,13,7
2016-12-24,184,131,1,41,36,32
2016-12-25,229,120,11,25,17,15
2016-12-26,168,60,12,26,10,16
2016-12-27,153,61,14,29,14,13
2016-12-28,140,45,18,26,10,9
2016-12-29,96,131,5,37,20,22
2016-12-30,237,152,2,41,20,39
2016-12-31,275, , , , , 
2019-12-31, ,80, ,33,3,11
2020-01-17, ,135, ,22,2,26
2018-12-31, ,64, ,28,7,10
2017-12-15, ,59, ,14,8,11
2017-01-01, ,227,12,57,18,51
2016-12-23, ,103,1,44,55,32
