date,qingdao_pm25,qingdao_pm10,qingdao_o3,qingdao_no2,qingdao_so2,qingdao_co
2018-12-02,98,192,20,22,5, 
2018-12-03,144,73,23,14,4, 
2018-12-04,77,71,22,24,5, 
2018-12-05,89,75,21,19,8, 
2018-12-06,119,50,24,13,5, 
2018-12-07,61,59,27,12,7, 
2018-12-08,70,76,22,27,11, 
2018-12-09,124,89,24,32,11, 
2018-12-10,152,89,19,23,7, 
2018-12-11,160,90,23,26,13, 
2018-12-12,110,88,29,27,14, 
2018-12-13,131,59,27,27,7, 
2018-12-14,87,63,32,33,9, 
2018-12-15,84,92,23,32,11, 
2018-12-16,145,118,27,37,15, 
2018-12-17,163,141,20,49,16, 
2018-12-18,170,315,18,69,17, 
2018-12-19,268,117,30,41,15, 
2018-12-20,168,194,25,38,10, 
2018-12-21,215,197,11,40,11, 
2018-12-22,235,113,22,32,8, 
2018-12-23,142,72,27,28,7, 
2018-12-24,101,120,23,37,10, 
2018-12-25,156,81,21,21,5, 
2018-12-26,94,59,22,16,5, 
2018-12-27,73,66,22,13,5, 
2018-12-28,67,62,23,20,8, 
2018-12-29,93,64,25,26,8, 
2018-12-30,104, , , , , 
2018-07-01,28,7,49,7,2, 
2018-07-02,22,16,18,10,3, 
2018-07-03,39,36,23,14,4, 
2018-07-04,63,28,29,7,2, 
2018-07-05,65,18,41,5,1, 
2018-07-06,56,12,35,6,1, 
2018-07-07,37,8,29,2, , 
2018-07-08,18,99,24,16,2, 
2018-07-09,26,29,10,17,3, 
2018-07-10,48,39,18,5,1, 
2018-07-11,43,51,23, , , 
2018-07-12,42,47,35,2,1, 
2018-07-13,57,51,66,7,2, 
2018-07-14,67,42,39,8,1, 
2018-07-15,58,29,26,7,2, 
2018-07-16,39,30,25,4,1, 
2018-07-17,40,28,23,4,1, 
2018-07-18,37,26,23,4, , 
2018-07-19,37,30,24,3,1, 
2018-07-20,54,40,34,5,2, 
2018-07-21,73,32,26,8,3, 
2018-07-22,55,53,29,3,1, 
2018-07-23,34,40,19,2, , 
2018-07-24,36,60,79,6,2, 
2018-07-25,97,75,72,16,2, 
2018-07-26,111,74,53,20,3, 
2018-07-27,130,55,46,6,1, 
2018-07-28,98,47,48,12,2, 
2018-07-29,81,124,30,21,5, 
2018-07-30,88,29,41,7,2, 
2018-07-31,46,39,76,14,4, 
2018-08-01,72,40,43,16,3, 
2018-08-02,68,31,36,10,2, 
2018-08-03,59,36,44,1, , 
2018-08-04,73,44,41,1, , 
2018-08-05,67,27,26,1,5, 
2018-08-06,51,26,29,1,1, 
2018-08-07,46,34,49,2,3, 
2018-08-08,53,51,76,12,2, 
2018-08-09,92,43,76,14,2, 
2018-08-10,63,32,56,15,2, 
2018-08-11,64,28,36,8,1, 
2018-08-12,58,29,17,1,4, 
2018-08-13,34,46,16, ,1, 
2018-08-14,39,32,37,1,1, 
2018-08-15,48,37,36,13,3, 
2018-08-16,60,35,31,10,2, 
2018-08-17,54,43,27,1,2, 
2018-08-18,39,32,23, ,1, 
2018-08-19,33,27,36,3,1, 
2018-08-20,33,38,85,18,7, 
2018-08-21,64,61,74,20,7, 
2018-08-22,99,62,59,17,8, 
2018-08-23,84,97,70,14,6, 
2018-08-24,85,47,63,20,5, 
2018-08-25,62,42,57,14,5, 
2018-08-26,59,39,45,10,5, 
2018-08-27,53,41,47,6,5, 
2018-08-28,49,48,56,17,8, 
2018-08-29,76,61,58,18,8, 
2018-08-30,87,37,45,14,5, 
2018-08-31,57,53,76,22,4, 
2018-09-01,83,34,65,19,3, 
2018-09-02,58,48,99,22,4, 
2018-09-03,88,95,74,20,5, 
2018-09-04,75,56,83,35,11, 
2018-09-05,75,78,100,31,10, 
2018-09-06,104,51,47,18,4, 
2018-09-07,56,47,65,27,5, 
2018-09-08,57,51,61,27,5, 
2018-09-09,63,51,63,26,7, 
2018-09-10,70,50,54,24,5, 
2018-09-11,76,37,47,21,8, 
2018-09-12,57,42,67,20,5, 
2018-09-13,53,64,45,33,5, 
2018-09-14,82,63,44,33,4, 
2018-09-15,92,55,27,26,3, 
2018-09-16,87,48,64,25,8, 
2018-09-17,66,65,93,35,10, 
2018-09-18,86,42,83,10,3, 
2018-09-19,85,27,45,19,2, 
2018-09-20,48,72,82,25,3, 
2018-09-21,120,95,95,40,9, 
2018-09-22,147,67,81,28,8, 
2018-09-23,83,53,63,33,7, 
2018-09-24,65,54,47,23,6, 
2018-09-25,68,53,55,28,5, 
2018-09-26,69,57,62,24,7, 
2018-09-27,73,46,52,27,6, 
2018-09-28,60,75,97,34,10, 
2018-09-29,118,70,47,22,5, 
2018-09-30,70,55,49,22,4, 
2018-04-01,45,56,48,11,3, 
2018-04-02,71,108,34,15,4, 
2018-04-03,118,64,42,10,3, 
2018-04-04,60,58,37,11,4, 
2018-04-05,77,104,47,9,4, 
2018-04-06,96,49,36,13,4, 
2018-04-07,50,84,60,13,6, 
2018-04-08,69,71,87,10,4, 
2018-04-09,62,144,57,22,8, 
2018-04-10,125,101,49,16,5, 
2018-04-11,70,62,43,24,6, 
2018-04-12,72,52,46,12,4, 
2018-04-13,45,1, , , , 
2018-04-14,1,1, , , , 
2018-04-15,1,25,43,5,1, 
2018-04-16,17,95,83,13,4, 
2018-04-17,72,99,98,12,5, 
2018-04-18,104,87,109,16,6, 
2018-04-19,99,40,60,8,2, 
2018-04-20,56,57,37,8,3, 
2018-04-21,66,41,30,12,4, 
2018-04-22,53,32,45,7,3, 
2018-04-23,36,54,51,9,4, 
2018-04-24,70,78,71,21,12, 
2018-04-25,122,101,54,23,10, 
2018-04-26,150,91,76,23,7, 
2018-04-27,105,88,81,27,9, 
2018-04-28,109,81,46,16,9, 
2018-04-29,114,53,25,13, , 
2018-04-30,78,61,18,26, , 
2018-05-01,102,47,48,10,3, 
2018-05-02,62,39,39,14,3, 
2018-05-03,35,54,51,19,5, 
2018-05-04,57,84,44,17,4, 
2018-05-05,130,50,48,13,4, 
2018-05-06,61,69,60,21,5, 
2018-05-07,85,87,54,25,5, 
2018-05-08,95,64,52,30,6, 
2018-05-09,77,41,41,9,2, 
2018-05-10,57,36,42,7, , 
2018-05-11,51,51,40,11,3, 
2018-05-12,79,51,41,9,3, 
2018-05-13,75,76,60,10,4, 
2018-05-14,106,43,45,11,3, 
2018-05-15,73,57,52,12,4, 
2018-05-16,74,58,38,16,4, 
2018-05-17,49,59,57,20,6, 
2018-05-18,71,43,48,40,8, 
2018-05-19,67,29,42,16, , 
2018-05-20,51,32,41,15,4, 
2018-05-21,50,27,43,13,3, 
2018-05-22,50,84,62,18,9, 
2018-05-23,104,96,79,20,9, 
2018-05-24,127,65,45,16,5, 
2018-05-25,101,33,44,11,4, 
2018-05-26,62,46,51,14,7, 
2018-05-27,77,55,49,12,4, 
2018-05-28,90,59,40,17,5, 
2018-05-29,95,59,85,25,5, 
2018-05-30,89,40,109,24,5, 
2018-05-31,69,26,67,16,4, 
2018-06-01,59,25,54,10,4, 
2018-06-02,58,30,49,7,4, 
2018-06-03,63,37,48,7,5, 
2018-06-04,71,25,37,3,3, 
2018-06-05,59,55,71,5,4, 
2018-06-06,95,54,86,6,1, 
2018-06-07,101,51,57,9,1, 
2018-06-08,92,42,55,6, , 
2018-06-09,81,36,45,4,1, 
2018-06-10,74,43,59,9,1, 
2018-06-11,76,38,50,6,1, 
2018-06-12,70,56,63,11,2, 
2018-06-13,80,46,60,10,1, 
2018-06-14,59,37,35,12,1, 
2018-06-15,66,33,36,7,1, 
2018-06-16,55,27,35,4, , 
2018-06-17,45,38,34,3,1, 
2018-06-18,58,31,51,5,1, 
2018-06-19,49,56,73,12,4, 
2018-06-20,85,62,102,13,4, 
2018-06-21,93,52,65,25,3, 
2018-06-22,72,50,88,21,4, 
2018-06-23,73,41,77,18,2, 
2018-06-24,61,30,47,6, , 
2018-06-25,54,41,38,8,1, 
2018-06-26,56,55,68,9,2, 
2018-06-27,82,41,79,20,2, 
2018-06-28,61,48,85,26,4, 
2018-06-29,82,38,53,15,1, 
2018-06-30,73,14,54,13,1, 
2018-01-01,173,80,28,22,9,9
2018-01-02,126,53,27,11,8,6
2018-01-03,77,49,27,14,8,6
2018-01-04,85,61,27,15,10,8
2018-01-05,111,4,1,1, , 
2018-01-06,7,1, , , , 
2018-01-07,1,1, , , , 
2018-01-08,1,1, , , , 
2018-01-09,1,1, , , , 
2018-01-10,1,1, , , , 
2018-01-11,1,1, , , , 
2018-01-12,1,1, , , , 
2018-01-13,1,1, , , , 
2018-01-14,1,1, , , , 
2018-01-15,1,1, , , , 
2018-01-16,1,1, , , , 
2018-01-17,1,1, , , , 
2018-01-18,1,1, , , , 
2018-01-19,1,1, , , , 
2018-01-20,1,1, , , , 
2018-01-21,1,1, , , , 
2018-01-22,1,1, , , , 
2018-01-23,1,1, , , , 
2018-01-24,1,1, , , , 
2018-01-25,1,15,17,2,3, 
2018-01-26,23,45,19,14,7, 
2018-01-27,83,65,25,8,9, 
2018-01-28,130,78,26,13,10, 
2018-01-29,122,59,26,15,9, 
2018-01-30,91,78,14,25,18, 
2018-01-31,138,54,27,20,10, 
2018-02-01,94,74,24,17,8, 
2018-02-02,126,46,29,10,10, 
2018-02-03,72,47,29,15,10, 
2018-02-04,83,57,30,18,12, 
2018-02-05,100,35,28,12,7, 
2018-02-06,69,68,13,20,8, 
2018-02-07,121,58,27,8,6, 
2018-02-08,129,86,31,16,8, 
2018-02-09,160,68, ,10,7, 
2018-02-10,78,70,73,16,9, 
2018-02-11,105,78,26,4,7, 
2018-02-12,63,70,32,9,11, 
2018-02-13,102,78,26,12,9, 
2018-02-14,131,42,30,5,8, 
2018-02-15,79,67,36,5,13, 
2018-02-16,128,46,31,4,5, 
2018-02-17,88,22,32,2,3, 
2018-02-18,36,28,33,5,3, 
2018-02-19,52,65,29,10,5, 
2018-02-20,124,40,34,2,4, 
2018-02-21,72,88,30,9,5, 
2018-02-22,155,79,32,13,7, 
2018-02-23,144,57,30,8,5, 
2018-02-24,92,49,29,10,5, 
2018-02-25,81,61,35,8,3, 
2018-02-26,96,72,43,10,4, 
2018-02-27,117,50,67,15,3, 
2018-02-28,86,69,36,10,4, 
2018-03-01,82,53,32,3,2, 
2018-03-02,72,59,26,7,2, 
2018-03-03,102,39,23,7,2, 
2018-03-04,63,48,32,6,3, 
2018-03-05,67,56,29,13,5, 
2018-03-06,96,34,29,8,3, 
2018-03-07,55,56,29,10,3, 
2018-03-08,95,36,28,9,4, 
2018-03-09,62,99,29,21,5, 
2018-03-10,151,89,39,17,3, 
2018-03-11,151,49,59,7,2, 
2018-03-12,94,88,28,17,7, 
2018-03-13,131,68,6,12,3, 
2018-03-14,116,78,5,11,3, 
2018-03-15,110,45,17,5,3, 
2018-03-16,65,41,40,3,3, 
2018-03-17,60,29,40,1,2, 
2018-03-18,30,71,47,1,3, 
2018-03-19,102,57,32,1,4, 
2018-03-20,66,65,46,1,6, 
2018-03-21,94,46,51,2,7, 
2018-03-22,60,99,63,3,9, 
2018-03-23,130,118,69,5,6, 
2018-03-24,164,92,96,4,10, 
2018-03-25,115,64,50,4,3, 
2018-03-26,84,117,82,14,7, 
2018-03-27,152,106,63,20,6, 
2018-03-28,154,90,49,19,5, 
2018-03-29,108,63,56,25,5, 
2018-03-30,74,42,40,10,3, 
2018-03-31,57,45,39,11,2, 
2017-10-01,10,38,41,7,4,5
2017-10-02,39,30,25,12,3,4
2017-10-03,27,35,34,14,5,6
2017-10-04,57,46,29,17,5,8
2017-10-05,59,26,27,10,1,7
2017-10-06,53,35,44,12,2,8
2017-10-07,57,19,44,4,1,7
2017-10-08,38,25,48,5,1,6
2017-10-09,44,29,28,10,1,7
2017-10-10,50,30,33,9,2,3
2017-10-11,37,34,30,17,4,3
2017-10-12,50,56,49,24,5,6
2017-10-13,98,64,52,29,5,8
2017-10-14,119,47,39,26,4,6
2017-10-15,60,69,38,27,7,8
2017-10-16,111,57,28,25,4,6
2017-10-17,76,55,28,24,5,6
2017-10-18,77,78,58,23,8,10
2017-10-19,142,93,66,26,8,12
2017-10-20,165,97,74,36,7,17
2017-10-21,164,76,40,14,3,11
2017-10-22,105,47,42,10,2,5
2017-10-23,46,52,44,21,7,7
2017-10-24,79,66,57,32,6,8
2017-10-25,103,54,53,24,5,7
2017-10-26,79,81,59,30,6,11
2017-10-27,130,84,51,38,7,10
2017-10-28,137,82,39,10,4,7
2017-10-29,71,42,42,16,6,6
2017-10-30,57,68,96,25,10,9
2017-10-31,99,96,35,37,10,11
2017-11-01,151,95,86,26,9,12
2017-11-02,158,71,32,12,6,7
2017-11-03,80,33,30,12,5,5
2017-11-04,50,44,39,11,8,8
2017-11-05,62,49,42,12,4,6
2017-11-06,75,99,34,30,8,12
2017-11-07,145,89,28,23,8,7
2017-11-08,107,37,37,10,2,4
2017-11-09,31,57,31,11,4,5
2017-11-10,46,49,24,21,5,5
2017-11-11,56,54,36,24,5,6
2017-11-12,65,81,34,23,8,8
2017-11-13,129,61,24,21,7,6
2017-11-14,70,54,21,23,8,6
2017-11-15,72,49,31,16,5,6
2017-11-16,68,73,32,12,6,9
2017-11-17,108,35,26,7,4,4
2017-11-18,43,57,17,22,14,8
2017-11-19,100,87,22,27,15,11
2017-11-20,148,97,36,25,11,12
2017-11-21,160,82,28,16,8,8
2017-11-22,114,58,19,21,8,8
2017-11-23,75,61,26,16,10,7
2017-11-24,66,87,22,26,10,11
2017-11-25,123,83,26,22,11,10
2017-11-26,121,48,40,15,7,8
2017-11-27,75,83,45,12,7,10
2017-11-28,112,66,25,12,6,6
2017-11-29,60,51,22,16,8,7
2017-11-30,74,49,23,22,9,7
2017-12-01,67,70,39,19,10,11
2017-12-02,113,122,33,28,15,15
2017-12-03,175,54,25,12,11,8
2017-12-04,74,42,26,8,7,6
2017-12-05,57,97,27,25,13,12
2017-12-06,151,79,24,20,15,10
2017-12-07,129,35,21,14,9,6
2017-12-08,61,79,23,24,16,10
2017-12-09,125,79,33,16,15,8
2017-12-10,112,47,25,11,13,6
2017-12-11,62,40,10,19,7,8
2017-12-12,63,68,17,24,11,7
2017-12-13,116,66,9,26,12,7
2017-12-14,119,93,9,22,12,12
2017-12-15,165,67,28,13, ,6
2017-12-16,89,46,29,8,20,4
2017-12-17,65,109,21,22,13,8
2017-12-18,123,48,26,13,7,6
2017-12-19,65,102,19,24,14,12
2017-12-20,133,73,22,27,11,13
2017-12-21,123,115,20,36,16,19
2017-12-22,174,102,31,29,14,15
2017-12-23,170,99, ,20,13,13
2017-12-24,139,61,117,23,8,9
2017-12-25,82,93,15,29,15,16
2017-12-26,137,46,33,8,5,9
2017-12-27,73,52,38,6,3,7
2017-12-28,70,115,17,29,6,12
2017-12-29,160,113,26,17,7,10
2017-12-30,180,117,26,24,11,13
2017-12-31,173,112,37,18,9,12
2017-07-01,32,42,42,5,2,2
2017-07-02,61,54,71,9,2,5
2017-07-03,83,65,58,5,1,5
2017-07-04,115,64,64,5,1,5
2017-07-05,118,63,68,6,1,5
2017-07-06,95,38,48,7,1,5
2017-07-07,61,50,67,9,3,5
2017-07-08,77,35,33,8,1,4
2017-07-09,54,60,57,16,5,6
2017-07-10,100,71,94,15,6,7
2017-07-11,111,77,104,10,4,7
2017-07-12,132,66,91,11,4,6
2017-07-13,109,44,55,13,3,5
2017-07-14,68,20,30,9,1,4
2017-07-15,26,37,46,6,1,3
2017-07-16,46,60,75,11,6,5
2017-07-17,95,64,55,14,4,5
2017-07-18,101,70,82,11,4,5
2017-07-19,124,67,103,14,5,6
2017-07-20,108,64,104,16,7,6
2017-07-21,100,66,123,18,6,6
2017-07-22,106,84,132,16,5,7
2017-07-23,146,69,87,24,6,7
2017-07-24,120,61,109,15,4,7
2017-07-25,102,42,67,11,3,3
2017-07-26,63,40,44,12,2,4
2017-07-27,61,45,53,12,2,4
2017-07-28,75,51,106,13,4,3
2017-07-29,76,58,56,12,4,4
2017-07-30,93,27,30,6,1,3
2017-07-31,44,38,27,4,2,3
2017-08-01,46,38,26,2,1,2
2017-08-02,40,40,34,1,1,2
2017-08-03,39,54,65,6,2,5
2017-08-04,87,47,67,7,1,5
2017-08-05,83,70,129,12,3,7
2017-08-06,119,53,132,13,3,4
2017-08-07,88,59,115,15,3,6
2017-08-08,112,69,98,10,4,6
2017-08-09,120,66,84,20,6,5
2017-08-10,114,69,86,6,4,5
2017-08-11,127,53,69,5,2,4
2017-08-12,102,23,46,6,1,1
2017-08-13,26,22,24,7,2,1
2017-08-14,36,23,34,5,2,1
2017-08-15,35,38,39,14,3,2
2017-08-16,52,43,39,18,2,4
2017-08-17,62,58,64,13,3,4
2017-08-18,96,28,44,4,2,2
2017-08-19,48,30,49,8,3,2
2017-08-20,45,38,82,11,3,2
2017-08-21,59,19,44,3,1,2
2017-08-22,40,37,58,3,2,2
2017-08-23,47,37,51,9,3,3
2017-08-24,57,41,56,16,4,3
2017-08-25,55,52,113,14,9,3
2017-08-26,78,34,76,7,3,2
2017-08-27,46,31,55,5,3,3
2017-08-28,37,31,37,12,3,2
2017-08-29,42,32,42,14,2,5
2017-08-30,55,40,66,17,2,6
2017-08-31,64,52,100,18,4,8
2017-09-01,86,45,80,18,3,7
2017-09-02,78,30,63,10,2,7
2017-09-03,54,24,62,3,2,6
2017-09-04,39,12,44,6,1,5
2017-09-05,14,31,17,15,1,6
2017-09-06,48, , , , , 
2017-09-11,89,106,51,18,7,6
2017-09-12,73,44,60,24,4,6
2017-09-13,55,43,77,25,5,7
2017-09-14,61,47,72,15,4,8
2017-09-15,70,35,67,13,3,7
2017-09-16,44,73,120,19,8,12
2017-09-17,117,91,107,20,8,13
2017-09-18,137,82,116,16,7,11
2017-09-19,130,46,58,21,6,8
2017-09-20,60,40,53,7,2,6
2017-09-21,32,57,96,10,5,10
2017-09-22,85,73,82,16,5,8
2017-09-23,80,53,74,8,4,10
2017-09-24,84,39,67,4,2,7
2017-09-25,60,28,54,8,1,7
2017-09-26,51,43,37,12,3,6
2017-09-27,50,43,39,17,7,7
2017-09-28,50,55,68,22,6,8
2017-09-29,71,57,71,9,5,9
2017-09-30,78,16,36,10,2,6
2017-04-01,143,74,64,16,8,8
2017-04-02,120,88,85,17,8,9
2017-04-03,135,66,73,10,5,7
2017-04-04,117,42,49,8,1,6
2017-04-05,74,68,44,14,2,9
2017-04-06,135,34,47,6,1,9
2017-04-07,70,65,52,17,3,10
2017-04-08,107,74,39,13,6,5
2017-04-09,84,66,48,20,7,6
2017-04-10,72,62,44,15,6,7
2017-04-11,58,71,55,20,5,7
2017-04-12,58,92,71,13,7,9
2017-04-13,121,66,64,13,4,8
2017-04-14,80,83,84,15,6,10
2017-04-15,136,79,88,14,6,8
2017-04-16,122,58,87,14,3,8
2017-04-17,100,96,56,11,4,7
2017-04-18,89,71,61,19,4,4
2017-04-19,55,59,61,11,2,5
2017-04-20,71,59,74,10,2,5
2017-04-21,73,74,80,11,8,5
2017-04-22,89,70,98,9,5,5
2017-04-23,100,72,85,8,3,4
2017-04-24,93,83,51,26,6,5
2017-04-25,133,65,57,14,3,3
2017-04-26,90,68,58,19,3,2
2017-04-27,54,75,75,11,5,3
2017-04-28,67,120,75,40,10,7
2017-04-29,130,108,107,17,7,7
2017-04-30,120,129,67,13,3,2
2017-05-01,94,82,40,12,4,3
2017-05-02,91,37,40,5,2,2
2017-05-03,59,47,41,12,2,4
2017-05-04,62,103,38,12,1,6
2017-05-05,97,160,52,18,5,6
2017-05-06,88,339,91,20,9,8
2017-05-07,170,144,63,15,7,8
2017-05-08,132,30,46,11,1,4
2017-05-09,31,50,49,10,1,5
2017-05-10,64,111,70,27,8,11
2017-05-11,144,303,44,16,4,6
2017-05-12,144,139,58,8,3,6
2017-05-13,101,102,50,30,8,6
2017-05-14,85,72,64,25,3,5
2017-05-15,61,75,87,11,5,8
2017-05-16,93,81,109,14,5,8
2017-05-17,96,92,107,12,4,8
2017-05-18,98,71,71,8,3,7
2017-05-19,71,52,58,4,1,6
2017-05-20,58,54,43,3,1,5
2017-05-21,69,40,41,2, ,6
2017-05-22,55,41,39,7,1,4
2017-05-23,48,64,96,11,7,5
2017-05-24,69,83,97,24,12,6
2017-05-25,90,59,63,20,5,4
2017-05-26,59,66,125,12,6,5
2017-05-27,89,83,119,13,6,5
2017-05-28,99,85,140,15,9,7
2017-05-29,129,55,75,6,3,3
2017-05-30,75,44,44,10,3,3
2017-05-31,77,53,72,7,2,3
2017-06-01,79,48,55,9,3,2
2017-06-02,51,25,45,7,2,1
2017-06-03,25,37,58,17,2,1
2017-06-04,41,70,51,9,2,2
2017-06-05,44,15,56,5, ,5
2017-06-06,23,45,81,6,1,6
2017-06-07,75,82,104,18,5,10
2017-06-08,136,81,120,18,7,9
2017-06-09,125,61,83,12,3,6
2017-06-10,90,54,40,24,4,3
2017-06-11,47,44,42,14,3,3
2017-06-12,44,46,41,18,4,5
2017-06-13,61,54,42,11,2,5
2017-06-14,69,79,123,18,7,9
2017-06-15,102,105,134,24,9,12
2017-06-16,154,61,113,10,5,8
2017-06-17,88,45,58,4,2,7
2017-06-18,73,42,40,4,1,5
2017-06-19,62,36,39,3,1,5
2017-06-20,59,28,43,2, ,4
2017-06-21,51,19,40,2,1,4
2017-06-22,42,21,41,1, ,4
2017-06-23,40,19,49,4, ,5
2017-06-24,33,53,50,10,2,6
2017-06-25,72,54,67,14,5,7
2017-06-26,85,40,42,9,2,6
2017-06-27,66,235,55,3,1,4
2017-06-28,61,91,98,6,1,6
2017-06-29,138,23,54,4, ,2
2017-06-30,32,22,52,5,1,3
2017-01-02,245,135,28,30,16,27
2017-01-03,217,194,6,44,24,26
2017-01-04,310,100,11,28,19,9
2017-01-05,159,68,16,25,20,5
2017-01-06,119,61,17,22,13,4
2017-01-07,116,59,25,8,9,5
2017-01-08,124,99,21,19,19,12
2017-01-09,175,76,21,17,19,7
2017-01-10,126,73,20,21,12,6
2017-01-11,115,135,26,22,24,13
2017-01-12,202,102,27,17,20,10
2017-01-13,145,61,23,12,15,4
2017-01-14,77,51,19,15,9,3
2017-01-15,79,78,13,27,17,7
2017-01-16,135,90,25,24,16,8
2017-01-17,141,110,16,24,19,10
2017-01-18,176,113,24,20,19,12
2017-01-19,176,54,30,5,7,2
2017-01-20,53,67,28,11,11,4
2017-01-21,96,54,29,5,8,4
2017-01-22,57,48,19,16,9,5
2017-01-23,71,71,24,22,10,9
2017-01-24,133,75,39,18,11,8
2017-01-25,144,89,36,5,10,7
2017-01-26,157,81,33,5,10,7
2017-01-27,108,33,34,2,5,1
2017-01-28,18,37,31,3,5,3
2017-01-29,59,39,31,2,4,2
2017-01-30,32,47,30,6,8,6
2017-01-31,72,68,32,5,11,5
2017-02-01,105,47,33,6,8,5
2017-02-02,63,81,32,14,9,10
2017-02-03,145,73,21,17,12,6
2017-02-04,125,127,39,12,20,12
2017-02-05,196,76,31,12,12,7
2017-02-06,123,55,27,10,9,4
2017-02-07,99,53,27,7,9,4
2017-02-08,90,59,34,5,7,4
2017-02-09,61,52,33,5,7,4
2017-02-10,57,65,36,12,16,5
2017-02-11,96,66,38,16,12,6
2017-02-12,117,104,40,19,18,9
2017-02-13,169,100,42,16,12,9
2017-02-14,151,82,59,8,12,7
2017-02-15,129,101,50,18,11,8
2017-02-16,173,55,31,12,7,4
2017-02-17,59,67,31,19,11,8
2017-02-18,95,78,30,15,7,6
2017-02-19,125,99,33,5,6,4
2017-02-20,82,49,37,9,5,3
2017-02-21,58,59,33,9,7,5
2017-02-22,119,78,37,13,14,8
2017-02-23,136,75,36,27,11,9
2017-02-24,113,109,37,31,17,12
2017-02-25,160,46,34,19,11,7
2017-02-26,72,61,33,14,11,6
2017-02-27,106,98,45,19,12,7
2017-02-28,165,86,39,11,8,3
2017-03-01,116,58,36,9,6,3
2017-03-02,68,88,35,21,9,6
2017-03-03,146,88,38,18,4,5
2017-03-04,152,102,32,15,5,5
2017-03-05,152,57,36,12,6,4
2017-03-06,75,66,36,11,5,3
2017-03-07,94,71,39,13,5,3
2017-03-08,77,69,46,19,9,4
2017-03-09,102,70,49,23,7,5
2017-03-10,138,72,41,12,1,3
2017-03-11,158,82,45,13,5,1
2017-03-12,123,73,33,9,4,2
2017-03-13,54,62,41,12,9,5
2017-03-14,72,64,55,15,9,5
2017-03-15,94,71,51,16,7,6
2017-03-16,123,65,49,12,6,5
2017-03-17,105,59,52,9,3,4
2017-03-18,88,75,62,21,7,7
2017-03-19,118,82,51,12,5,6
2017-03-20,131,78,36,14,5,5
2017-03-21,89,57,45,14,6,4
2017-03-22,74,46,57,10,3,3
2017-03-23,65,41,51,5,2,3
2017-03-24,70,52,33,7,1,4
2017-03-25,112,67,37,14,3,6
2017-03-26,132,53,42,16,5,5
2017-03-27,78,50,38,18,3,4
2017-03-28,76,48,49,10,2,3
2017-03-29,95,57,46,12,3,5
2017-03-30,95,75,49,11,3,5
2017-03-31,118,85,50,23,11,8
2016-10-01,48,26,33,9,5,5
2016-10-02,27,48,38,14,7,7
2016-10-03,68,51,52,10,8,7
2016-10-04,77,58,38,13,7,7
2016-10-05,88,45,35,12,6,6
2016-10-06,54,40,39,10,4,6
2016-10-07,47,54,34,8,6,8
2016-10-08,66,46,32,17,4,7
2016-10-09,54,54,39,24,5,7
2016-10-10,70,61,41,20,8,10
2016-10-11,87,70,52,15,9,10
2016-10-12,115,58,46,14,4,10
2016-10-13,89,72,66,17,8,13
2016-10-14,130,50,57,4,1,8
2016-10-15,79,40,48,11,3,7
2016-10-16,57,72,54,17,10,12
2016-10-17,147,78,54,21,10,12
2016-10-18,140,60,59,12,8,10
2016-10-19,105,57,50,10,7,10
2016-10-20,81,42,46,13,4,10
2016-10-21,62,48,22,13,5,10
2016-10-22,83,46,23,10,3,9
2016-10-23,68,47,11,16,5,11
2016-10-24,84,48,36,18,6,11
2016-10-25,91,70,22,30,10,14
2016-10-26,143,47,24,18,7,8
2016-10-27,54,42,28,10,3,5
2016-10-28,53,46,28,17,5,5
2016-10-29,63,54,35,17,5,9
2016-10-30,77,45,22,11,2,7
2016-10-31,55,51,27,18,9,9
2016-11-01,81,60,28,20,7,8
2016-11-02,109,74,39,16,7,7
2016-11-03,152,67,40,14,5,6
2016-11-04,124,76,33,25,13,10
2016-11-05,139,89,25,19,8,8
2016-11-06,171,67,21,17,9,6
2016-11-07,141,45,28,9,4,1
2016-11-08,69,45,25,20,9,3
2016-11-09,74,48,31,7,4,3
2016-11-10,78,76,32,12,8,7
2016-11-11,137,82,20,31,16,12
2016-11-12,131,84,44,22,13,9
2016-11-13,139,87,33,25,12,12
2016-11-14,151,63,22,20,10,6
2016-11-15,78,50,32,11,7,4
2016-11-16,58,56,50,12,10,6
2016-11-17,84,56,43,18,10,7
2016-11-18,105,72,15,19,15,9
2016-11-19,155,49,32,11,10,4
2016-11-20,67,42,33,11,8,4
