"","미세먼지.....","초미세먼지.....","오존.ppm.","이산화질소농도.ppm.","일산화탄소농도.ppm.","아황산가스농도.ppm.","평균기온..C.","최저기온..C.","최고기온..C.","일강수량.mm.","최대.순간.풍속.m.s.","평균.풍속.m.s.","최대.순간.풍속.풍향.deg.","beijing_pm25","beijing_pm10","beijing_o3","beijing_no2","beijing_so2","beijing_.co","dalian_pm25","dalian_pm10","dalian_o3","dalian_no2","dalian_so2","dalian_co","qingdao_pm25","qingdao_pm10","qingdao_o3","qingdao_no2","qingdao_so2","qingdao_co","shanghai_pm25","shanghai_pm10","shanghai_o3","shanghai_no2","shanghai_so2","shanghai_co","shenyang_pm25","shenyang_pm10","shenyang_o3","shenyang_no2","shenyang_so2","shenyang_co","tianjin_pm25","tianjin_pm10","tianjin_o3","tianjin_no2","tianjin_so2","tianjin_co","교통량"
"24913",40,0.004,28,0.027,0.037,0.3,24.1,19.2,29.8,0,4.7,1.1,154.7,84,65,72,20,1,7,94,56,51,11,3,3,55,29,42,6,1,4.02,80,26,48,11,2,3,78,31,35,14,6,6,99,77,67.19,22,5,19,1681.33815192744
"10949",41,21,0.013,0.039,0.7,0.004,-5.4,-10.7,0.2,0,3.3,0.4,272.8,62,67,28,21,6,6,91,49,32,22,17,10,138,54,27,20,10,7.63,238,86,33,40,12,14,85,84,12,31,57,17,65,76,22.2,32,16,13,1032.097222
"25204",39,0.004,28,0.056,0.023,0.3,19.5,15.8,24.1,0,8.1,2.1,241.9,112,65,104,21,2,7,89,62,99,6,4,8,159,57,92,10,3,5.99,106,29,59,12,2,7,80,53,68,10,10,6,92,68,92.24,23,6,8,1759.01385017422
"13309",48,26,0.009,0.038,0.7,0.005,-8.4,-14.3,-2.8,0,4.2,1.4,303.8,168,50,28,7,2,1,124,57,26,21,22,12,83,65,25,8,9,5.43,69,21,27,16,3,5,210,49,22,20,23,6,165,45,27.69,20,10,11,1458.139031
"24383",28,0.004,16,0.047,0.013,0.4,25,17.4,33.3,0,6.7,1.3,270,116,54,51,18,1.7,5,119,42,75,3,2,7,83,61,51,6,1,4.22,111,44,52,12,1,4,82,44,58,8,5,5,91,64,65.84,11,5,7,1085.27083333333
"21002",124,0.004,15,0.027,0.014,0.8,4,-1.8,13.2,12.5,8.4,1.8,244.7,71,51,22,13,1,4,48,39,24,10,5,4,95,102,24,26,7,7.74,132,98,28,14,5,6,64,31,20,14,5,4,70,65,33.51,21,3,4,1121.59959349593
"23257",20,0.003,14,0.049,0.015,0.6,25.4,21.9,30.3,0,8.2,1.2,216.6,59,68,106,18,1,7,58,24,76,12,6,7,59,39,70,21,3,4.51,128,33,60,14,2,7,58,38,56,19,11,9,90,55,80.2,17,5,8,1504.13333333333
"4749",25,11,0.023,0.009,0.5,0.007,-13.5,-17.1,-9.5,0,6.3,1.7,298.1,32,35,12,25,3,2,64,34,27,13,14,7,1,15,17,2,3,4.59,60,19,27,10,3,4,93,56,11,27,39,7,106,61,21.15,32,12,16,1083.202924
"4720",25,15,0.003,0.045,0.7,0.003,3.3574532967033,-2.2133,7.89549360902256,13.8296605339105,9.40325,1.77525,204.716892857143,129,26,24,11,1,2,81,43,24,17,10,9,123,83,26,22,11,10,134,69,29,32,9,8,110,44,14,19,21,7,128.36,42,27.02,18.23,5.37,7.42,842.9507926
"22096",13,0.003,5,0.03,0.007,0.3,17.6,14,21.5,0,8.7,1.9,67.5,80,54,31,18,1.68,5,52,39,46,10,5,7,69,63,51,22,5,5.99,45,48,26,19,3,5,129,67,37,17,12,10,101,57,47.74,16,5,7,1948.31944444444
"13265",48,19,0.034,0.024,0.7,0.006,11.6,1.7,16.8,0,6.4,1.1,298.1,64,70,4,34,3,12,54,37,33,14,11,9,107,37,37,10,2,4,153,39,31,24,5,4,49,61,19,24,29,9,86,70.75,27.83,29.69,9.04,11.88,1160.263889
"14784",53,43,0.032,0.022,0.5,0.005,20.7,17.8,24.6,0,5.9,1.4,236.3,122,45,37,13,1.22999999999999,2,89,40,49,12,5,7,102,47,48,10,3,4.55,121,56,60,17,2,7,190,56,39,14,5,4,97,42,41.36,16,9,8,2819.916667
"22769",34,0.003,26,0.018,0.033,0.5,24.8,22.4,27.6,1,4.2,1.2,140.6,160,16,28,9,1.71,4,147,54,23,22,11,10,105,53,42,21,3,5.57,89,57,92,26,2,8,76,35,12,17,4,3,153,36,44.84,4,4,4,2143.28201058201
"25090",74,0.004,51,0.021,0.041,0.5,19.6,15.2,24.5,8.5,6.6,1.2,53.4,137,61,86,8,2.18,8,78,34,72,13,3,5,60,44,73,10,2,4.58,83,27,48,10,2,4,128,48,58,13,7,9,163,63,76.97,22,4,8,1124.66666666667
"13774",50,26,0.023,0.037,0.5,0.006,6,0.6,12.2,0,8.4,1.6,292.5,88,75,22,23,9,9,138,89,64,36,31,11,138,72,41,12,1,3,154,56,64,22,7,5,177,131,34,45,55,16,150,71,26,36,22,7,1724.25
"23060",23,0.004,16,0.032,0.018,0.5,24.4,18.2,30.7,0,6.1,1.1,75.9,165,42,42,18,1.27999999999999,5,70,41,93,9,4,12,34,39,45,16,3,4.91,71,46,67,22,2,5,97,32,54,14,6,7,153,54,57.14,16,4,8,1548.825
"874",10,8,0.044,0.012,0.3,0.003,9.6,8.5,10.7,56,7.7,2.2,109.7,59,39,42,23,1.95,3,67,58,56,21,7,8,36,54,51,9,4,4.02,107,23,43,14,4,4,133,52,49,29,5,8,90,39,44.96,27,9,7,1991.128965
"26009",31,0.002,16,0.036,0.021,0.4,16,9,23.1,0,8.4,1.6,272.8,167,38,47,11,1.58,1,140,111,45,20,7,4,133,72,54,20,4,5.6,84,69,65,28,3,8,120,74,34,17,3,5,106,42,48.71,19,3,2,2063.92620673217
"5685",27,9,0.018,0.015,0.5,0.005,16.9,12.3,21.5,0,6,1.4,312.2,38,35,30,16,1,3,29,34,61,11,5,9,68,61,62,31,8,7.01,103,39,43,14,3,3,107,49,23,24,13,9,82,70,47.42,23,4,7,1368.604167
"11888",44,23,0.025,0.028,0.5,0.003,11.9,8.8,16.1,9.5,10.7,1.5,225,75,87,17,31,5,6,71,56,40,12,6,7,89,71,61,19,4,4,130,81,59,25,5,5,82,61,34,23,10,5,81,68,26,35,8,9,1852.319444
"17463",67,27,0.048,0.02,0.4,0.003,13.4,7.4,20,0,8.1,1.9,213.8,169,123,95,32,4,9,154,99,103,14,7,10,104,87,109,16,6,8.36,125,57,74,22,5,4,137,88,52,25,11,9,162,103,74.46,20,13,11,1584.69187888983
"26184",92,0.003,35,0.036,0.031,0.6,20.7,15.5,25.7,0,6.2,1.2,244.7,168,27,26,14,2.11,6,104,112,33,14,4,5,42,31,43,15,1,6,119,84,22,44,3,14,104,62,27,12,3,3,153,47,43.08,16,3,7,1904.2225243512
"23982",12,0.003,1,0.012,0.015,0.5,27.7,24.3,30.8,2.5,10.3,3.4,81.6,139,65,116,13,2.45,8,108,50,116,10,6,10,78,56,78,14,4,5.49,83,47,79,15,2,4,134,31,36,11,2,7,111,60,85.83,12,5,10,1623.29166666667
"15398",56,38,0.03,0.025,0.3,0.007,29.5,26.2,34.9,0,10.9,2.3,213.8,101,45,73,13,1,7,105,34,44,3,4,8,68,20,30,9,1,4,113,52,97,13,4,5,91,44,81,17,6,7,113,46,52,15,5,8,1498.270834
"16537",61,23,0.058,0.018,0.4,0.003,21.2,18,25.2,0,7.8,1.9,298.1,158,171,34,11,1,1,115,98,82,9,10,8,77,55,49,12,4,5.85,108,69,78,24,5,7,94,51,36,26,7,10,138,103,49.78,20,8,6,2384.1570857264
"14123",51,39,0.039,0.027,0.5,0.003,25.4993059107559,22.1067320286009,27.3432289473684,66.6244215170794,7.212725,2.00210714285714,206.586794611434,98,46,18,22,1,6,83,69,90,13,5,21,146,69,87,24,6,7,103,60,142,26,3,6,116,53,55,33,4,4,140,73,57,25,3,11,679.368414
"4588",25,14,0.017,0.022,0.4,0.005,29.8,25.4,35.7,0,5.6,1.5,42.2,80,34,31,16,1,6,74,48,63,15,6,9,102,42,67,11,3,3,122,60,85,13,3,6,52,56,52,28,15,10,119,45,26,23,6,9,2225.632736
"25257",57,0.005,28,0.039,0.038,0.7,19.6,14.6,24.7,0,12.6,2.1,216.6,90,35,47,12,1,1,101,30,59,12,5,7,92,67,102,18,2,5.06,81,57,67,22,2,9,72,27,34,12,4,3,74,38,54.02,16,4,2,1724.81666666667
"8342",34,25,0.036,0.017,0.5,0.003,2.72537498334998,-0.59739,7.07275759803922,1.93377148985316,12.0345004329004,3.21002083333333,278.238138888889,52,78,26,27,9,9,82,40,40,7,8,7,82,53,32,3,2,4.63,173,33,36,14,3,4,102,61,27,22,26,11,53,79,30.19,22,14,10,734.3808215
"16192",59,41,0.01,0.042,1,0.005,3.3,-2,11.6,0,4.2,0.4,300.9,122,66,19,25,3,7,71,79,24,19,9,10,151,102,46,34,10,10.37,147,48,34,28,3,7,119,51,11,21,13,8,180,113,29.61,25,6,18,1092.660278
"27959",87,0.003,40,0.031,0.011,0.5,0.4,-2,3.2,0,10.5,2.5,295.3,119,157,21,11,5,7,91,121,27,9,8,9,143,112,41,9,4,6.17,151,64,37,12,3,4,98,76,24,8,13,6,158,131,34.19,11,6,12,1528.53579490264
"9108",36,25,0.013,0.035,0.7,0.005,0.6,-2.3,3.8,0,8.49125,2.1,283.548179487179,35,43,9,23,2,6,84,45,17,18,16,8,129,35,21,14,9,6,169,50,24,20,4,7,131,72,6,24,26,15,77.04,65.3,19,29.15,9.89,11.01,1773.513629
"23497",46,0.003,36,0.037,0.021,0.2,27.20125,22.99025,31.3261579831933,1.63787946428571,5.89695833333333,1.20715,224.954414285714,110,49,65,9,1,6,88,24,33,6,3,4,63,28,18,6,2,3.53,64,28,11,6,1,4,86,40,73,12,10,8,115,40,63.36,20,3,7,891.711805555556
"1610",14,6,0.015,0.019,0.4,0.004,20.8,19.2,23.8,98,10.1,0.7,303.8,111,45,64,16,2,4,99,49,53,14,7,9,49,59,57,20,6,6.19,111,54,74,28,3,7,108,42,47,17,5,4,86,44,57.98,22,10,10,1414.342312
"23781",10,0.004,10,0.023,0.011,0.5,26.2,24.9,28.3,28,8,1.9,225,137,15,38,10,1,4,46,26,72,5,4,6,48,41,47,7,2,3.47,80,33,73,11,2,2,183,31,68,8,3,5,132,19,60.93,7,4,5,2544.95833333333
"22931",14,0.004,10,0.036,0.016,0.3,24,18.8,28.9,0,7,1.7,357.2,51,48,85,16,1,4,43,20,53,7,3,6,44,24,46,8,2,3.84,111,21,42,14,2,5,102,47,60,17,10,9,86,51,74.49,22,6,8,2961.625
"583",8,5,0.022,0.016,0.2,0.002,22.9,21.4,24.4,10,6.1,1.5,182.8,39,54,96,19,2,6,71,35,79,9,7,6,85,47,63,20,5,5.74,105,31,27,11,2,4,49,17,29,15,4,4,91,62,77,18,5,13,1202.583333
"25709",65,0.003,38,0.055,0.022,0.5,21.8,15.7,28.3,0,5.1,1.3,67.5,181,58,44,7,1,2,89,60,55,10,5,4,98,84,40,13,2,4.91,111,40,48,16,2,5,123,58,42,10,5,5,167,63,54.22,15,4,2,1755.45892142423
"26035",20,0.003,14,0.023,0.029,0.5,11,4.9,17.4,0,4.4,0.8,61.9,180,80,39,12,2.21,4,65,75,57,17,6,7,66,87,56,29,4,7.39,113,30,29,24,2,6,91,48,37,18,12,7,162,57,40.65,22,3,6,1519.625
"5187",26,16,0.015,0.034,0.6,0.005,5.5,0.2,11.4,0,6.3,1.4,284.1,117,56,19,24,5,6,100,43,38,17,14,11,96,34,29,8,3,4.54,64,26,34,17,3,3,82,61,12,30,33,11,96,53,26.92,26,9,10,2727.083333
"21959",49,0.002,18,0.019,0.03,0.6,18.1,12.6,25,0,7,1.7,56.3,114,63,6,27,12,14,113,66,26,26,10,12,81,68,43,24,3,5.62,113,47,49,12,3,5,49,44,20,16,6,3,88,58,44.12,22,8,10,1682.65833333333
"2620",19,8,0.018,0.029,0.5,0.004,-3.7,-11.3,1.5,0,8.6,1.3,278.4,149,50,30,26,8,8,90,57,21,28,25,17,115,135,26,22,24,13,104,51,15,35,7,8,117,48,20,25,44,6,212,113,10,39,24,22,1667.234251
"10306",39,14,0.024,0.043,0.4,0.007,14.1,8.3,20.2,0,13.5,2.6,2.8,125,63,22,28,6,12,71,70,40,16,5,7,72,52,46,12,4,5.21,91,44,42,20,4,4,84,103,34,21,17,11,97,58,37.88,27,6,8,3060.8125
"1858",15,7,0.041,0.01,0.1,0.003,26.4,22.7,31.6,0,8.9,2.5,47.8,47,35,29,17,1,7,38,30,43,7,3,6,39,32,23,5.98,1,3.2,56,25,33.92,7,2,4,101,46,53,16,8,7,141,34,51.06,10,3,10,722.0942029
"23187",26,0.005,18,0.03,0.016,0.3,27,24.3,32.2,1,6.2,1.5,2.8,94,34,38,18,1,5,82,79,48,16,5,9,72,69,103,21,6,5.55,91,54,77,15,2,6,70,37,29,14,6,9,102,47,48.04,21,4,7,742.890184082892
"2953",20,16,0.015,0.026,0.4,0.003,20.7,18.5,23.7,0.5,5,1.2,323.4,57,52.43,45.36,20.13,1.39,6.46,75,37.48,53.53,10.95,5.11,7.9,48,35.66,49.37,11.26,2.62,4.53,119,42.14,50.66,14,3.47,5.25,113,41.51,42.32,18.98,7.63,6.76,94.21,53.41,56.15,18.45,5.43,9.36,1629.87779338
"9624",37,26,0.022,0.02,0.3,0.005,26.283,21.3527380952381,32.0068571428572,0,5.648,1.36,248.490571428571,143,52,66,19,1,9,48,24,25,6,4,5,37,26,23,4,1.76,3.32,54,23,31.02,5,2,3,58,26,40,8,11,4,138,67,73.47,21,2,11,1318.904529
"867",10,5,0.036,0.015,0.4,0.005,4.8,-1.5,9.7,4,10.5,2.5,50.6,130,55,28,18,4,7,82,54,37,23,15,12,67,56,29,13,5,4.48,70,38,41,11,3,3,83,31,27,17,14,6,103,46,31.73,19,8,8,1422.393333
"20656",23,0.003,13,0.023,0.018,0.4,1.8,-0.6,4.4,0,11.4,2.4,250.3,43,42,27,21,2,4,36,41,25,18,9,7,97,69,21,35,8,9.17,143,69,26,39,7,10,71,35,17,23,16,6,58,73,24.19,27,7,9,1698.31666666667
"335",6,5,0.029,0.015,0.5,0.006,31.8,26.5,37.4,0,7.7,2,146.3,142,71,130,18,9,13,110,44,47,17,5,10,88,29,41,7,2,4.04,102,44,65.85,15,5,7,155,47,87,14,3,5,159,69,98.65,21,1,14,2735
"18175",73,37,0.03,0.026,0.5,0.006,0.1,-5.7,3.5,0,14.1,3.4,326.3,44,72,28,3,1,2,75,53,29,16,17,8,78,70,73,16,9,5.79,139,88,35,22,6,7,75,48,26,12,11,7,55,56,36.6,15,9,11,1805.76063523576
"12524",46,33,0.023,0.034,0.5,0.005,4.09454040616246,-0.968761363636363,9.4876925420168,-1.0564882302333e-14,7.1362780395559,1.49,217.60953057498,80,93,21,34,9,13,81,55,35,17,17,11,72,61,33,14,11,6,186,49,42,30,7,5,131,64,31,28,61,13,132,78,30,35,26,15,751.3400774
"24674",6,0.002,3,0.044,0.011,0.3,24.8,19.1,31.3,0,7.6,2.6,61.9,75,73,130,17,7,7,59,44,87,11,4,5,103,50,56,17,2,4.55,96,35,47,8,1,4,69,36,73,22,15,8,69,62,90.16,25,8,11,1884.96976131632
"28691",45,0.006,25,0.01,0.041,0.6,0.313459502923976,-2.70358333333333,6.4028544117647,0.00999999999998886,5.66266666666666,1.24224166666667,267.689837325175,147,51,24,21,9,9,83,70,16,27,19,12,148,145,13,48,15,10.69,95,33,25,24,4,3,174,83,12,28,27,14,134,67,20.88,33,6,9,929.947435897436
"201",4,1,0.022,0.016,0.3,0.005,19.8,18,21.4,18,8,2,90,48,23,26,5,1,2,107,27,32,11,4,5,120,95,95,40,9,7.79,94,29,37,24,2,6,119,43,18,19,8,6,111,52,48.24,16,3,6,1906.25
"3325",21,13,0.018,0.017,0.3,0.003,30,23.9,35.4,0,7.9,1.7,354.4,154,66,109,15,1,11,124,56,51,16,4,11,81,124,30,21,5,6.89,125,54,78.48,15,3,7,125,60,109,19,4,8,161,69,87.82,17,3,17,1067.354167
"19015",86,57,0.036,0.032,0.5,0.006,8.1,2.3,13.4,0,6.8,1.5,306.6,166,117,32,34,13,10,67,59,46,29,20,14,89,57,45,14,6,4,149,23,33,21,4,4,97,63,35,22,24,9,152,87,27,40,26,14,3699.612746
"27971",76,0.004,42,0.022,0.022,0.5,0.5,-2,3.7,0,6.6,1.3,213.8,119,157,21,11,5,7,91,121,27,9,8,9,143,112,41,9,4,6.23,151,64,37,12,3,4,98,76,24,8,13,6,158,131,34.31,11,6,12,1403.19444444444
"18437",76,62,0.017,0.049,0.9,0.004,6.7,1.8,11.8,0,8.3,1.2,208.1,141,97,53,23,6,7,137,55,50,9,9,10,76,48,49,10,2,3,119,67,44,25,7,7,143,89,48,20,17,10,119,75,43,18,15,7,1761.206379
"27035",100,0.006,72,0.012,0.054,0.9,8.7,1.6,15.5,15,4.9,0.9,284.1,153,31,34,4,1.29,2,111,32,36,11,3,2,64,45,38,12,3,4.9,100,53,40,19,2,10,155,47,27,16,4,5,111,41,39.24,15,1,4,1492.96666666667
"3152",21,11,0.019,0.016,0.3,0.002,26.1,23.3,29.6,39.5,4.9,0.7,191.3,160,53,80,14,2,9,54,27,49,3,2,7,46,60,75,11,6,5,69,36,54,10,3,3,93,30,61,11,3,3,132,38,57,12,5,8,3275.145834
"1532",14,8,0.012,0.022,0.3,0.003,24.5,22.4,26.2,142,9.3,1.5,225,81,69,175,27,2,7,61,60,135,7,3,10,100,71,94,15,6,7,61,33,83,15,3,4,80,50,109,11,1,7,77,78,129,24,5,9,1765.541666
"1928",15,9,0.021,0.018,0.6,0.003,10,3.5,17.9,0,6.3,0.7,312.2,100,51,27,28,1,6,52,50,32,25,6,8,61,59,46,35,6,7.89,82,29,39,18,3,3,113,86,15,47,19,16,157,84,38.85,32,7,13,1082.333333
"20442",64,0.004,40,0.023,0.026,0.7,7.2,1.5,10.7,0,7.2,1.7,286.9,37,35,14,21,1,6,89,29,24,16,11,4,176,58,23,28,8,7.69,185,46,29,22,4,7,122,36,14,20,14,7,57,54,27.18,24,5,7,1642.03475723623
"13780",50,30,0.026,0.036,0.5,0.004,9,4.6,14.7,0,8.7,1.5,272.8,156,26,40,14,1,5,129,65,45,20,14,11,70,52,33,7,1,4,128,67,37,26,8,8,171,96,43,37,49,12,134,48,31,22,8,12,1929.18640326426
"23708",12,0.003,5,0.018,0.013,0.4,25.3,23.6,27.6,65,8.5,1.5,213.8,72,54,117,10,1.52999999999999,6,123,30,66,6,2,6,59,45,49,10,1,4.03,56,30,34,10,2,3,114,45,78,8,6,7,110,51,90.68,17,5,8,1027.8125
"7226",31,23,0.025,0.049,0.6,0.008,13.6,7.9,20.4,0,4.8,1,264.4,186,83,27,28,3,12,132,45,49,9,6,7,74,128,70,36,10,9.91,67,16,28,22,2,5,174,75,45,18,17,10,186,98,47.26,27,6,14,2896.125
"17546",68,45,0.022,0.049,0.5,0.006,7.3,2.1,12.9,0,7.1,1.7,222.2,141,97,53,23,6,7,137,55,50,9,9,10,76,48,49,10,2,3,119,67,44,25,7,7,143,89,48,20,17,10,119,75,43,18,15,7,1642.799554
"25933",60,0.006,30,0.043,0.026,0.6,17.2,8.1,26.8,0,5.7,1,337.5,161,67,101,12,4,5,106,66,96,11,7,7,137,58,97,17,3,6.43,95,57,73,24,3,5,145,75,88,12,12,9,128,63,82.78,13,7,6,1160.41666666667
"6958",31,22,0.039,0.029,0.5,0.003,20.9,18.4,26.8,3,6.6,1.8,61.9,94,36,109,20,1,3,74,39,74,10,4,11,72,54,67,14,5,7,97,70,54,23,3,9,109,55,94,27,8,10,109,50,70,24,5,6,792.6299289
"6118",29,24,0.016,0.028,0.4,0.005,11,9.4,13.2,2,6.3,1.7,210.9,172,85,38,16,3,7,106,69,55,18,7,16,135,34,47,6,1,9,160,44,19,33,4,6,139,85,57,20,6,8,160,74,27,28,14,8,2128.163522
"21403",66,0.006,29,0.01,0.05,0.9,13.5,9.1,18.6,0,3.8,0.8,171.6,82,48,14,16,2,5,70,57,21,14,6,7,67,69,38,29,4,5.82,160,47,52,12,4,6,146,34,17,12,7,3,85,52,38.54,19,5,8,1366.54166666667
"4154",24,10,0.045,0.021,0.3,0.002,20.5612800865801,14.6418731448186,27.4994411656971,2.285,9.5933630952381,2.05564761904762,218.492209498835,122,76,147,29,11,8,47,36,73,14,8,10,41,70,51,9,2,2,56,24,52,11,3,3,89,44,73,25,9,6,92,61,86,42,14,11,677.8934452
"9110",36,22,0.015,0.023,0.5,0.005,-2.5,-5.3,0,0,7.8,1.9,270,74,50,16,31,3,8,70,58,25,21,16,10,61,79,23,24,16,10,98,61,16,39,9,10,159,66,11,26,32,21,102.68,79.73,17.35,32.03,12.11,13.93,2805.958333
"20595",23,0.003,11,0.023,0.018,0.4,-2.6,-6.8,1.8,0,8,2.1,326.3,76,64,8,28,2,9,48,39,28,17,15,6,126,51,22,24,6,5.79,141,21,31,13,3,2,74,64,8,26,27,14,93,57,21.39,23,6,8,2045.37916666667
"26795",35,0.002,27,0.034,0.022,0.4,6.3,3.9,9.9,2,8.2,1.9,334.7,25,28,33,11,1.5,3,86,25,32,15,6,3,67,49,42,18,5,4.63,136,49,44,15,2,5,126,34,32,18,5,5,43,37,36.76,18,2,6,1530.42936780966
"26961",25,0.004,14,0.03,0.024,0.4,3.6,-1.1,8.6,2,14.3,2.5,281.3,46,67,33,20,3,4,70,51,43,11,7,4,68,60,49,16,4,5.08,89,50,53,18,2,6,57,85,32,20,11,9,49,73,37.99,19,5,4,1555.42452380952
"1499",13,7,0.018,0.026,0.4,0.002,16.8362142857143,12.867751984127,20.9782529761905,0.0449999999999977,5.88706313131647,1.70902272727273,82.9368333333333,131,15,26,13,7,5,78,52,77,11,5,8,60,75,97,34,10,7.75,59,25,41,8,3,3,77,32,19,21,9,8,144,32,44.24,15,2,7,908.1663154
"18001",72,51,0.002,0.069,1.1,0.006,-0.400220833333333,-3.95897857142857,4.83517261904762,-1.17461596005342e-14,4.2834880952381,1.00233333333333,255.936866666667,203,49,14,28,6,8,161,84,18,24,25,13,141,110,16,24,19,10,127,38,32,24,6,5,200,95,13,31,48,12,172,83,14,34,22,22,1016.540106
"21800",28,0.003,18,0.013,0.036,0.6,14.175,9.975,20.075,0,5.025,1.25,131.1,154,59.73,25,20,1,7,119,60,40,23,4,8,154,107,65,44,7,9.08,82,39,44,19,4,4,160,130,19,44,25,19,154,78,41.12,21,3,11,1023.01660190273
"17311",66,21,0.033,0.024,0.2,0.002,13.3,10.1,17.5,0,10,2.9,236.3,119,77,40,20,4,5,66,57,41,17,6,7,70,62,43,24,6,5.9,253,63,39,22,6,4,73,68,35,15,6,5,78,82,42.82,18,8,7,1739.520833
"1276",12,9,0.042,0.011,0.3,0.003,30.6,26,35.1,3.5,6.14208333333333,1.5,198.346033333333,132,49,71,8,1,9,63,33,28,3,3,5,58,29,17,1,4,3.62,71,29,31.3,6,1,4,114,39,43,16,7,6,144,65,68.5,10,3,15,1333.431604
"11836",44,12,0.025,0.011,0.3,0.003,-4.77588174603175,-6.61210844155844,0.348300626231354,-4.36983782492462e-15,10.0336111111111,2.81155952380952,302.09314025974,61,55,15,25,6,9,63,37,22,19,23,15,77,51,19,15,9,3,88,20,27,12,5,4,70,87,4,35,75,14,62,49,11,29,19,12,841.6240411
"3103",20,10,0.018,0.015,0.2,0.004,13.2,10.6,17.6,3.5,9.3,2.7,329.1,28,24,22,13,1,3,30,22,26,17,3,6,44,55,40,27,10,5.73,93,30,38,11,3,2,58,29,18,21,6,7,64,41,41.13,14,2,7,1744.758333
"26119",9,0.004,10,0.03,0.016,0.2,9.3,7.8,10.8,2,4.5,1.1,135,109,44,35,11,1.28999999999999,3,68,58,47,17,6,5,70,48,47,19,3,4.2,86,37,50,15,2,4,94,56,45,22,11,9,85,49,36.93,20,3,5,2174.23374579125
"9202",36,23,0.025,0.017,0.5,0.005,-7.4,-10.2,-1.4,0,11,4.9,292.5,33,33,24,18,3,3,59,30,27,14,16,7,72,47,29,15,10,5.52,185,39,31,15,7,6,98,66,17,23,35,11,63,33,21.76,27,9,10,3540.818774
"1278",12,9,0.044,0.007,0.3,0.003,30.4,27.1,36.7,0,8.3,2.4,118.1,132,49,71,8,1,9,63,33,28,3,3,5,58,29,17,1,4,3.67,71,29,31.69,6,1,4,114,39,43,16,7,6,144,65,68.21,10,3,15,3314.1875
"27161",54,0.005,25,0.018,0.042,0.5,5.2,-0.9,11.8,0,8.4,1.5,230.6,150,85,29,32,5,8,143,51,36,15,7,4,130,28,38,10,3,6.57,76,33,24,40,2,7,159,85,35,27,17,10,138,69,34.21,32,5,5,1680.23816859067
"5332",27,15,0.024,0.024,0.4,0.005,-5.1,-9.1,-0.7,0,7.3,2,33.8,84,119,10,37,29,23,76,49,31,24,25,14,96,66,38,16,12,6,127,58,39,40,9,9,128,108,23,37,53,11,84,109,16,39,35,24,1356.845706
"24077",32,0.004,26,0.037,0.017,0.6,24.8,21.6,30.5,0,7.2,1.7,281.3,102,42,24,17,1.6,7,93,32,43,4,4,5,121,34,35,7,2,3.64,70,32,34,9,1,3,121,39,51,11,8,7,100,63,58.01,17,4,12,3428.42708333333
"28183",37,0.004,17,0.031,0.009,0.6,-2.4,-7.2,2.3,0,7.4,1.4,309.4,70,86,27,23,6,10,60,57,24,19,11,8,113,73,29,30,11,8.06,69,36,33,22,4,3,141,99,18,23,20,12,76,84,25.96,27,10,9,1046.25
"24259",11,0.002,5,0.033,0.009,0.2,25.2,20,30.3,0,8.3,2.3,70.3,99,50,72,13,2,9,44,19,40,3,2,3,76,27,45,7,1,3.5,69,24,32,16,2,5,125,45,77,13,6,7,122,32,65.75,11,3,9,1668.74131818896
"17731",69,18,0.014,0.031,0.5,0.007,-0.4,-5.7,5.3,0,7.6,1.5,343.1,166,70,21,17,7,12,110,45,34,13,21,7,128,46,31,4,5,4.65,65,43,48,13,4,5,126,48,28,15,17,7,186,54,33.48,16,21,15,1893.9375
"16655",62,28,0.02,0.039,0.6,0.003,0.4,-5.1,5.2,0,5.8,1.4,275.6,158,138,17,46,12,19,69,61,38,16,9,9,72,59,26,7,2,5.76,76,31,38,19,3,5,117,45,30,18,13,8,138,128,25.87,21,11,13,1720.909381
"18657",79,37,0.028,0.05,0.7,0.011,9.2,5.6,14.7,0,6.6,1.3,275.6,191,66.11,21,18,1,8,109,61,42,27,19,12,65,41,51,5,2,3,84,46,41,24,5,5,152,105,40,41,51,13,167,55,30,21,7,7,1365.613424
"1309",12,5,0.029,0.017,0.3,0.003,18.9,15,23.1,0,8,2.9,81.6,105,61,87,16,3,7,45,28,45,4,3,5,76,37,47,21,8,6.52,64,23,29,12,2,4,76,29,38,11,16,6,112,69,72.5,28,5,11,1024.354812
"27019",45,0.003,33,0.034,0.021,0.3,8.1,3.1,12.9,4,8.8,2.2,303.8,49,29,34,9,1.51,1,80,34,37,18,8,3,88,42,40,17,4,4.26,138,35,39,12,2,5,91,30,29,17,6,4,52,44,34.86,20,2,4,2217.15940656566
"6",0,47,0.02,0.043,0,0.006,8.8,6.8,12.2,0,7,1.6,219.4,100,24,39,8,1,1,140,88,46,25,14,22,112,67,37,14,3,6,159,76,46,28,10,8,168,113,37,33,38,16,145,25,34,14,6,2,2093.090766
"6724",30,24,0.027,0.019,0.4,0.006,24.8,19.5,30.4,0,7.4,2,225,117,87,118,18,5,7,103,65,68,4,6,7,59,55,71,5,4,5.47,162,54,106,16,4,5,109,59,87,16,10,8,134,83,100.68,13,12,9,1943.395833
